,월,평일/주말,요일,시간대,오전/오후,주간/야간,사고유형,건수
755,03,주말,토,22시-24시,오후,야간,부상자수,273
756,04,주말,일,00시-02시,오전,야간,사고건수,87
757,04,주말,일,02시-04시,오전,야간,사고건수,43
758,04,주말,일,04시-06시,오전,야간,사고건수,32
759,04,주말,일,06시-08시,오전,야간,사고건수,39
760,04,주말,일,08시-10시,오전,주간,사고건수,98
761,04,주말,일,10시-12시,오전,주간,사고건수,176
762,04,주말,일,12시-14시,오후,주간,사고건수,238
763,04,주말,일,14시-16시,오후,주간,사고건수,282
764,04,주말,일,16시-18시,오후,주간,사고건수,264
765,04,주말,일,18시-20시,오후,야간,사고건수,232
766,04,주말,일,20시-22시,오후,야간,사고건수,174
767,04,주말,일,22시-24시,오후,야간,사고건수,108
768,04,평일,월,00시-02시,오전,야간,사고건수,42
769,04,평일,월,02시-04시,오전,야간,사고건수,32
770,04,평일,월,04시-06시,오전,야간,사고건수,38
771,04,평일,월,06시-08시,오전,야간,사고건수,163
772,04,평일,월,08시-10시,오전,주간,사고건수,311
773,04,평일,월,10시-12시,오전,주간,사고건수,253
774,04,평일,월,12시-14시,오후,주간,사고건수,239
775,04,평일,월,14시-16시,오후,주간,사고건수,290
776,04,평일,월,16시-18시,오후,주간,사고건수,332
777,04,평일,월,18시-20시,오후,야간,사고건수,316
778,04,평일,월,20시-22시,오후,야간,사고건수,243
779,04,평일,월,22시-24시,오후,야간,사고건수,158
780,04,평일,화,00시-02시,오전,야간,사고건수,60
781,04,평일,화,02시-04시,오전,야간,사고건수,24
782,04,평일,화,04시-06시,오전,야간,사고건수,41
783,04,평일,화,06시-08시,오전,야간,사고건수,144
784,04,평일,화,08시-10시,오전,주간,사고건수,267
785,04,평일,화,10시-12시,오전,주간,사고건수,226
786,04,평일,화,12시-14시,오후,주간,사고건수,254
787,04,평일,화,14시-16시,오후,주간,사고건수,273
788,04,평일,화,16시-18시,오후,주간,사고건수,335
789,04,평일,화,18시-20시,오후,야간,사고건수,317
790,04,평일,화,20시-22시,오후,야간,사고건수,222
791,04,평일,화,22시-24시,오후,야간,사고건수,146
792,04,평일,수,00시-02시,오전,야간,사고건수,56
793,04,평일,수,02시-04시,오전,야간,사고건수,23
794,04,평일,수,04시-06시,오전,야간,사고건수,41
795,04,평일,수,06시-08시,오전,야간,사고건수,139
796,04,평일,수,08시-10시,오전,주간,사고건수,291
797,04,평일,수,10시-12시,오전,주간,사고건수,202
798,04,평일,수,12시-14시,오후,주간,사고건수,263
799,04,평일,수,14시-16시,오후,주간,사고건수,280
800,04,평일,수,16시-18시,오후,주간,사고건수,323
801,04,평일,수,18시-20시,오후,야간,사고건수,328
802,04,평일,수,20시-22시,오후,야간,사고건수,220
803,04,평일,수,22시-24시,오후,야간,사고건수,157
804,04,평일,목,00시-02시,오전,야간,사고건수,88
805,04,평일,목,02시-04시,오전,야간,사고건수,32
806,04,평일,목,04시-06시,오전,야간,사고건수,49
807,04,평일,목,06시-08시,오전,야간,사고건수,186
808,04,평일,목,08시-10시,오전,주간,사고건수,334
809,04,평일,목,10시-12시,오전,주간,사고건수,309
810,04,평일,목,12시-14시,오후,주간,사고건수,348
811,04,평일,목,14시-16시,오후,주간,사고건수,333
812,04,평일,목,16시-18시,오후,주간,사고건수,418
813,04,평일,목,18시-20시,오후,야간,사고건수,432
814,04,평일,목,20시-22시,오후,야간,사고건수,275
815,04,평일,목,22시-24시,오후,야간,사고건수,238
816,04,평일,금,00시-02시,오전,야간,사고건수,77
817,04,평일,금,02시-04시,오전,야간,사고건수,44
818,04,평일,금,04시-06시,오전,야간,사고건수,62
819,04,평일,금,06시-08시,오전,야간,사고건수,167
820,04,평일,금,08시-10시,오전,주간,사고건수,338
821,04,평일,금,10시-12시,오전,주간,사고건수,311
822,04,평일,금,12시-14시,오후,주간,사고건수,349
823,04,평일,금,14시-16시,오후,주간,사고건수,338
824,04,평일,금,16시-18시,오후,주간,사고건수,447
825,04,평일,금,18시-20시,오후,야간,사고건수,436
826,04,평일,금,20시-22시,오후,야간,사고건수,318
827,04,평일,금,22시-24시,오후,야간,사고건수,265
828,04,주말,토,00시-02시,오전,야간,사고건수,94
829,04,주말,토,02시-04시,오전,야간,사고건수,43
830,04,주말,토,04시-06시,오전,야간,사고건수,48
831,04,주말,토,06시-08시,오전,야간,사고건수,83
832,04,주말,토,08시-10시,오전,주간,사고건수,164
833,04,주말,토,10시-12시,오전,주간,사고건수,267
834,04,주말,토,12시-14시,오후,주간,사고건수,343
835,04,주말,토,14시-16시,오후,주간,사고건수,303
836,04,주말,토,16시-18시,오후,주간,사고건수,312
837,04,주말,토,18시-20시,오후,야간,사고건수,285
838,04,주말,토,20시-22시,오후,야간,사고건수,242
839,04,주말,토,22시-24시,오후,야간,사고건수,203
840,04,주말,일,00시-02시,오전,야간,사망자수,1
841,04,주말,일,02시-04시,오전,야간,사망자수,0
842,04,주말,일,04시-06시,오전,야간,사망자수,4
843,04,주말,일,06시-08시,오전,야간,사망자수,0
844,04,주말,일,08시-10시,오전,주간,사망자수,1
845,04,주말,일,10시-12시,오전,주간,사망자수,2
846,04,주말,일,12시-14시,오후,주간,사망자수,1
847,04,주말,일,14시-16시,오후,주간,사망자수,5
848,04,주말,일,16시-18시,오후,주간,사망자수,2
849,04,주말,일,18시-20시,오후,야간,사망자수,1
850,04,주말,일,20시-22시,오후,야간,사망자수,3
851,04,주말,일,22시-24시,오후,야간,사망자수,0
852,04,평일,월,00시-02시,오전,야간,사망자수,0
853,04,평일,월,02시-04시,오전,야간,사망자수,0
854,04,평일,월,04시-06시,오전,야간,사망자수,1
855,04,평일,월,06시-08시,오전,야간,사망자수,4
856,04,평일,월,08시-10시,오전,주간,사망자수,4
857,04,평일,월,10시-12시,오전,주간,사망자수,2
858,04,평일,월,12시-14시,오후,주간,사망자수,3
859,04,평일,월,14시-16시,오후,주간,사망자수,3
860,04,평일,월,16시-18시,오후,주간,사망자수,4
861,04,평일,월,18시-20시,오후,야간,사망자수,3
862,04,평일,월,20시-22시,오후,야간,사망자수,3
863,04,평일,월,22시-24시,오후,야간,사망자수,3
864,04,평일,화,00시-02시,오전,야간,사망자수,3
865,04,평일,화,02시-04시,오전,야간,사망자수,0
866,04,평일,화,04시-06시,오전,야간,사망자수,3
867,04,평일,화,06시-08시,오전,야간,사망자수,2
868,04,평일,화,08시-10시,오전,주간,사망자수,5
869,04,평일,화,10시-12시,오전,주간,사망자수,3
870,04,평일,화,12시-14시,오후,주간,사망자수,2
871,04,평일,화,14시-16시,오후,주간,사망자수,2
872,04,평일,화,16시-18시,오후,주간,사망자수,3
873,04,평일,화,18시-20시,오후,야간,사망자수,6
874,04,평일,화,20시-22시,오후,야간,사망자수,7
875,04,평일,화,22시-24시,오후,야간,사망자수,2
876,04,평일,수,00시-02시,오전,야간,사망자수,3
877,04,평일,수,02시-04시,오전,야간,사망자수,2
878,04,평일,수,04시-06시,오전,야간,사망자수,0
879,04,평일,수,06시-08시,오전,야간,사망자수,3
880,04,평일,수,08시-10시,오전,주간,사망자수,5
881,04,평일,수,10시-12시,오전,주간,사망자수,5
882,04,평일,수,12시-14시,오후,주간,사망자수,3
883,04,평일,수,14시-16시,오후,주간,사망자수,1
884,04,평일,수,16시-18시,오후,주간,사망자수,2
885,04,평일,수,18시-20시,오후,야간,사망자수,1
886,04,평일,수,20시-22시,오후,야간,사망자수,4
887,04,평일,수,22시-24시,오후,야간,사망자수,1
888,04,평일,목,00시-02시,오전,야간,사망자수,6
889,04,평일,목,02시-04시,오전,야간,사망자수,1
890,04,평일,목,04시-06시,오전,야간,사망자수,2
891,04,평일,목,06시-08시,오전,야간,사망자수,0
892,04,평일,목,08시-10시,오전,주간,사망자수,0
893,04,평일,목,10시-12시,오전,주간,사망자수,4
894,04,평일,목,12시-14시,오후,주간,사망자수,4
895,04,평일,목,14시-16시,오후,주간,사망자수,5
896,04,평일,목,16시-18시,오후,주간,사망자수,3
897,04,평일,목,18시-20시,오후,야간,사망자수,3
898,04,평일,목,20시-22시,오후,야간,사망자수,5
899,04,평일,목,22시-24시,오후,야간,사망자수,2
900,04,평일,금,00시-02시,오전,야간,사망자수,1
901,04,평일,금,02시-04시,오전,야간,사망자수,0
902,04,평일,금,04시-06시,오전,야간,사망자수,1
903,04,평일,금,06시-08시,오전,야간,사망자수,2
904,04,평일,금,08시-10시,오전,주간,사망자수,3
905,04,평일,금,10시-12시,오전,주간,사망자수,3
906,04,평일,금,12시-14시,오후,주간,사망자수,2
907,04,평일,금,14시-16시,오후,주간,사망자수,4
908,04,평일,금,16시-18시,오후,주간,사망자수,4
909,04,평일,금,18시-20시,오후,야간,사망자수,1
910,04,평일,금,20시-22시,오후,야간,사망자수,6
911,04,평일,금,22시-24시,오후,야간,사망자수,4
912,04,주말,토,00시-02시,오전,야간,사망자수,2
913,04,주말,토,02시-04시,오전,야간,사망자수,0
914,04,주말,토,04시-06시,오전,야간,사망자수,2
915,04,주말,토,06시-08시,오전,야간,사망자수,0
916,04,주말,토,08시-10시,오전,주간,사망자수,3
917,04,주말,토,10시-12시,오전,주간,사망자수,4
918,04,주말,토,12시-14시,오후,주간,사망자수,4
919,04,주말,토,14시-16시,오후,주간,사망자수,2
920,04,주말,토,16시-18시,오후,주간,사망자수,5
921,04,주말,토,18시-20시,오후,야간,사망자수,1
922,04,주말,토,20시-22시,오후,야간,사망자수,3
923,04,주말,토,22시-24시,오후,야간,사망자수,2
924,04,주말,일,00시-02시,오전,야간,부상자수,133
925,04,주말,일,02시-04시,오전,야간,부상자수,59
926,04,주말,일,04시-06시,오전,야간,부상자수,44
927,04,주말,일,06시-08시,오전,야간,부상자수,70
928,04,주말,일,08시-10시,오전,주간,부상자수,125
929,04,주말,일,10시-12시,오전,주간,부상자수,295
930,04,주말,일,12시-14시,오후,주간,부상자수,403
931,04,주말,일,14시-16시,오후,주간,부상자수,480
932,04,주말,일,16시-18시,오후,주간,부상자수,442
933,04,주말,일,18시-20시,오후,야간,부상자수,358
934,04,주말,일,20시-22시,오후,야간,부상자수,267
935,04,주말,일,22시-24시,오후,야간,부상자수,159
936,04,평일,월,00시-02시,오전,야간,부상자수,73
937,04,평일,월,02시-04시,오전,야간,부상자수,47
938,04,평일,월,04시-06시,오전,야간,부상자수,59
939,04,평일,월,06시-08시,오전,야간,부상자수,230
940,04,평일,월,08시-10시,오전,주간,부상자수,411
941,04,평일,월,10시-12시,오전,주간,부상자수,363
942,04,평일,월,12시-14시,오후,주간,부상자수,331
943,04,평일,월,14시-16시,오후,주간,부상자수,406
944,04,평일,월,16시-18시,오후,주간,부상자수,511
945,04,평일,월,18시-20시,오후,야간,부상자수,431
946,04,평일,월,20시-22시,오후,야간,부상자수,341
947,04,평일,월,22시-24시,오후,야간,부상자수,230
948,04,평일,화,00시-02시,오전,야간,부상자수,90
949,04,평일,화,02시-04시,오전,야간,부상자수,41
950,04,평일,화,04시-06시,오전,야간,부상자수,43
951,04,평일,화,06시-08시,오전,야간,부상자수,208
952,04,평일,화,08시-10시,오전,주간,부상자수,380
953,04,평일,화,10시-12시,오전,주간,부상자수,310
954,04,평일,화,12시-14시,오후,주간,부상자수,344
955,04,평일,화,14시-16시,오후,주간,부상자수,368
956,04,평일,화,16시-18시,오후,주간,부상자수,470
957,04,평일,화,18시-20시,오후,야간,부상자수,501
958,04,평일,화,20시-22시,오후,야간,부상자수,313
959,04,평일,화,22시-24시,오후,야간,부상자수,221
960,04,평일,수,00시-02시,오전,야간,부상자수,77
961,04,평일,수,02시-04시,오전,야간,부상자수,23
962,04,평일,수,04시-06시,오전,야간,부상자수,61
963,04,평일,수,06시-08시,오전,야간,부상자수,189
964,04,평일,수,08시-10시,오전,주간,부상자수,407
965,04,평일,수,10시-12시,오전,주간,부상자수,285
966,04,평일,수,12시-14시,오후,주간,부상자수,381
967,04,평일,수,14시-16시,오후,주간,부상자수,380
968,04,평일,수,16시-18시,오후,주간,부상자수,474
969,04,평일,수,18시-20시,오후,야간,부상자수,467
970,04,평일,수,20시-22시,오후,야간,부상자수,310
971,04,평일,수,22시-24시,오후,야간,부상자수,253
972,04,평일,목,00시-02시,오전,야간,부상자수,132
973,04,평일,목,02시-04시,오전,야간,부상자수,53
974,04,평일,목,04시-06시,오전,야간,부상자수,66
975,04,평일,목,06시-08시,오전,야간,부상자수,276
976,04,평일,목,08시-10시,오전,주간,부상자수,462
977,04,평일,목,10시-12시,오전,주간,부상자수,424
978,04,평일,목,12시-14시,오후,주간,부상자수,469
979,04,평일,목,14시-16시,오후,주간,부상자수,486
980,04,평일,목,16시-18시,오후,주간,부상자수,574
981,04,평일,목,18시-20시,오후,야간,부상자수,579
982,04,평일,목,20시-22시,오후,야간,부상자수,347
983,04,평일,목,22시-24시,오후,야간,부상자수,351
984,04,평일,금,00시-02시,오전,야간,부상자수,115
985,04,평일,금,02시-04시,오전,야간,부상자수,60
986,04,평일,금,04시-06시,오전,야간,부상자수,85
987,04,평일,금,06시-08시,오전,야간,부상자수,212
988,04,평일,금,08시-10시,오전,주간,부상자수,474
989,04,평일,금,10시-12시,오전,주간,부상자수,411
990,04,평일,금,12시-14시,오후,주간,부상자수,478
991,04,평일,금,14시-16시,오후,주간,부상자수,477
992,04,평일,금,16시-18시,오후,주간,부상자수,619
993,04,평일,금,18시-20시,오후,야간,부상자수,636
994,04,평일,금,20시-22시,오후,야간,부상자수,467
995,04,평일,금,22시-24시,오후,야간,부상자수,435
996,04,주말,토,00시-02시,오전,야간,부상자수,138
997,04,주말,토,02시-04시,오전,야간,부상자수,62
998,04,주말,토,04시-06시,오전,야간,부상자수,69
999,04,주말,토,06시-08시,오전,야간,부상자수,118
1000,04,주말,토,08시-10시,오전,주간,부상자수,224
1001,04,주말,토,10시-12시,오전,주간,부상자수,404
1002,04,주말,토,12시-14시,오후,주간,부상자수,534
1003,04,주말,토,14시-16시,오후,주간,부상자수,473
1004,04,주말,토,16시-18시,오후,주간,부상자수,481
1005,04,주말,토,18시-20시,오후,야간,부상자수,427
1006,04,주말,토,20시-22시,오후,야간,부상자수,365
1007,04,주말,토,22시-24시,오후,야간,부상자수,295
1008,05,주말,일,00시-02시,오전,야간,사고건수,100
1009,05,주말,일,02시-04시,오전,야간,사고건수,56
1010,05,주말,일,04시-06시,오전,야간,사고건수,46
1011,05,주말,일,06시-08시,오전,야간,사고건수,71
1012,05,주말,일,08시-10시,오전,주간,사고건수,115
1013,05,주말,일,10시-12시,오전,주간,사고건수,237
1014,05,주말,일,12시-14시,오후,주간,사고건수,315
1015,05,주말,일,14시-16시,오후,주간,사고건수,326
1016,05,주말,일,16시-18시,오후,주간,사고건수,297
1017,05,주말,일,18시-20시,오후,야간,사고건수,272
1018,05,주말,일,20시-22시,오후,야간,사고건수,249
1019,05,주말,일,22시-24시,오후,야간,사고건수,177
1020,05,평일,월,00시-02시,오전,야간,사고건수,46
1021,05,평일,월,02시-04시,오전,야간,사고건수,26
1022,05,평일,월,04시-06시,오전,야간,사고건수,57
1023,05,평일,월,06시-08시,오전,야간,사고건수,177
1024,05,평일,월,08시-10시,오전,주간,사고건수,317
1025,05,평일,월,10시-12시,오전,주간,사고건수,289
1026,05,평일,월,12시-14시,오후,주간,사고건수,308
1027,05,평일,월,14시-16시,오후,주간,사고건수,369
1028,05,평일,월,16시-18시,오후,주간,사고건수,393
1029,05,평일,월,18시-20시,오후,야간,사고건수,340
1030,05,평일,월,20시-22시,오후,야간,사고건수,260
1031,05,평일,월,22시-24시,오후,야간,사고건수,188
1032,05,평일,화,00시-02시,오전,야간,사고건수,64
1033,05,평일,화,02시-04시,오전,야간,사고건수,38
1034,05,평일,화,04시-06시,오전,야간,사고건수,49
1035,05,평일,화,06시-08시,오전,야간,사고건수,136
1036,05,평일,화,08시-10시,오전,주간,사고건수,261
1037,05,평일,화,10시-12시,오전,주간,사고건수,219
1038,05,평일,화,12시-14시,오후,주간,사고건수,267
1039,05,평일,화,14시-16시,오후,주간,사고건수,308
1040,05,평일,화,16시-18시,오후,주간,사고건수,332
1041,05,평일,화,18시-20시,오후,야간,사고건수,341
1042,05,평일,화,20시-22시,오후,야간,사고건수,266
1043,05,평일,화,22시-24시,오후,야간,사고건수,206
1044,05,평일,수,00시-02시,오전,야간,사고건수,86
1045,05,평일,수,02시-04시,오전,야간,사고건수,47
1046,05,평일,수,04시-06시,오전,야간,사고건수,29
1047,05,평일,수,06시-08시,오전,야간,사고건수,100
1048,05,평일,수,08시-10시,오전,주간,사고건수,212
1049,05,평일,수,10시-12시,오전,주간,사고건수,247
1050,05,평일,수,12시-14시,오후,주간,사고건수,273
1051,05,평일,수,14시-16시,오후,주간,사고건수,271
1052,05,평일,수,16시-18시,오후,주간,사고건수,349
1053,05,평일,수,18시-20시,오후,야간,사고건수,264
1054,05,평일,수,20시-22시,오후,야간,사고건수,183
1055,05,평일,수,22시-24시,오후,야간,사고건수,155
1056,05,평일,목,00시-02시,오전,야간,사고건수,53
1057,05,평일,목,02시-04시,오전,야간,사고건수,24
1058,05,평일,목,04시-06시,오전,야간,사고건수,41
1059,05,평일,목,06시-08시,오전,야간,사고건수,131
1060,05,평일,목,08시-10시,오전,주간,사고건수,276
1061,05,평일,목,10시-12시,오전,주간,사고건수,211
1062,05,평일,목,12시-14시,오후,주간,사고건수,264
1063,05,평일,목,14시-16시,오후,주간,사고건수,272
1064,05,평일,목,16시-18시,오후,주간,사고건수,298
1065,05,평일,목,18시-20시,오후,야간,사고건수,294
1066,05,평일,목,20시-22시,오후,야간,사고건수,258
1067,05,평일,목,22시-24시,오후,야간,사고건수,161
1068,05,평일,금,00시-02시,오전,야간,사고건수,65
1069,05,평일,금,02시-04시,오전,야간,사고건수,35
1070,05,평일,금,04시-06시,오전,야간,사고건수,45
1071,05,평일,금,06시-08시,오전,야간,사고건수,134
1072,05,평일,금,08시-10시,오전,주간,사고건수,272
1073,05,평일,금,10시-12시,오전,주간,사고건수,214
1074,05,평일,금,12시-14시,오후,주간,사고건수,279
1075,05,평일,금,14시-16시,오후,주간,사고건수,306
1076,05,평일,금,16시-18시,오후,주간,사고건수,366
1077,05,평일,금,18시-20시,오후,야간,사고건수,341
1078,05,평일,금,20시-22시,오후,야간,사고건수,233
1079,05,평일,금,22시-24시,오후,야간,사고건수,179
1080,05,주말,토,00시-02시,오전,야간,사고건수,115
1081,05,주말,토,02시-04시,오전,야간,사고건수,74
1082,05,주말,토,04시-06시,오전,야간,사고건수,72
1083,05,주말,토,06시-08시,오전,야간,사고건수,106
1084,05,주말,토,08시-10시,오전,주간,사고건수,190
1085,05,주말,토,10시-12시,오전,주간,사고건수,315
1086,05,주말,토,12시-14시,오후,주간,사고건수,420
1087,05,주말,토,14시-16시,오후,주간,사고건수,389
1088,05,주말,토,16시-18시,오후,주간,사고건수,393
1089,05,주말,토,18시-20시,오후,야간,사고건수,310
1090,05,주말,토,20시-22시,오후,야간,사고건수,282
1091,05,주말,토,22시-24시,오후,야간,사고건수,226
1092,05,주말,일,00시-02시,오전,야간,사망자수,3
1093,05,주말,일,02시-04시,오전,야간,사망자수,2
1094,05,주말,일,04시-06시,오전,야간,사망자수,4
1095,05,주말,일,06시-08시,오전,야간,사망자수,0
1096,05,주말,일,08시-10시,오전,주간,사망자수,4
1097,05,주말,일,10시-12시,오전,주간,사망자수,2
1098,05,주말,일,12시-14시,오후,주간,사망자수,6
1099,05,주말,일,14시-16시,오후,주간,사망자수,8
1100,05,주말,일,16시-18시,오후,주간,사망자수,5
1101,05,주말,일,18시-20시,오후,야간,사망자수,4
1102,05,주말,일,20시-22시,오후,야간,사망자수,1
1103,05,주말,일,22시-24시,오후,야간,사망자수,4
1104,05,평일,월,00시-02시,오전,야간,사망자수,0
1105,05,평일,월,02시-04시,오전,야간,사망자수,1
1106,05,평일,월,04시-06시,오전,야간,사망자수,0
1107,05,평일,월,06시-08시,오전,야간,사망자수,2
1108,05,평일,월,08시-10시,오전,주간,사망자수,3
1109,05,평일,월,10시-12시,오전,주간,사망자수,7
1110,05,평일,월,12시-14시,오후,주간,사망자수,10
1111,05,평일,월,14시-16시,오후,주간,사망자수,6
1112,05,평일,월,16시-18시,오후,주간,사망자수,1
1113,05,평일,월,18시-20시,오후,야간,사망자수,3
1114,05,평일,월,20시-22시,오후,야간,사망자수,3
1115,05,평일,월,22시-24시,오후,야간,사망자수,2
1116,05,평일,화,00시-02시,오전,야간,사망자수,2
1117,05,평일,화,02시-04시,오전,야간,사망자수,5
1118,05,평일,화,04시-06시,오전,야간,사망자수,1
1119,05,평일,화,06시-08시,오전,야간,사망자수,2
1120,05,평일,화,08시-10시,오전,주간,사망자수,2
1121,05,평일,화,10시-12시,오전,주간,사망자수,1
1122,05,평일,화,12시-14시,오후,주간,사망자수,6
1123,05,평일,화,14시-16시,오후,주간,사망자수,4
1124,05,평일,화,16시-18시,오후,주간,사망자수,1
1125,05,평일,화,18시-20시,오후,야간,사망자수,2
1126,05,평일,화,20시-22시,오후,야간,사망자수,1
1127,05,평일,화,22시-24시,오후,야간,사망자수,6
1128,05,평일,수,00시-02시,오전,야간,사망자수,5
1129,05,평일,수,02시-04시,오전,야간,사망자수,3
1130,05,평일,수,04시-06시,오전,야간,사망자수,1
1131,05,평일,수,06시-08시,오전,야간,사망자수,0
1132,05,평일,수,08시-10시,오전,주간,사망자수,4
1133,05,평일,수,10시-12시,오전,주간,사망자수,4
1134,05,평일,수,12시-14시,오후,주간,사망자수,6
1135,05,평일,수,14시-16시,오후,주간,사망자수,3
1136,05,평일,수,16시-18시,오후,주간,사망자수,7
1137,05,평일,수,18시-20시,오후,야간,사망자수,2
1138,05,평일,수,20시-22시,오후,야간,사망자수,0
1139,05,평일,수,22시-24시,오후,야간,사망자수,2
1140,05,평일,목,00시-02시,오전,야간,사망자수,4
1141,05,평일,목,02시-04시,오전,야간,사망자수,1
1142,05,평일,목,04시-06시,오전,야간,사망자수,4
1143,05,평일,목,06시-08시,오전,야간,사망자수,5
1144,05,평일,목,08시-10시,오전,주간,사망자수,3
1145,05,평일,목,10시-12시,오전,주간,사망자수,6
1146,05,평일,목,12시-14시,오후,주간,사망자수,4
1147,05,평일,목,14시-16시,오후,주간,사망자수,0
1148,05,평일,목,16시-18시,오후,주간,사망자수,3
1149,05,평일,목,18시-20시,오후,야간,사망자수,3
1150,05,평일,목,20시-22시,오후,야간,사망자수,5
1151,05,평일,목,22시-24시,오후,야간,사망자수,1
1152,05,평일,금,00시-02시,오전,야간,사망자수,2
1153,05,평일,금,02시-04시,오전,야간,사망자수,0
1154,05,평일,금,04시-06시,오전,야간,사망자수,1
1155,05,평일,금,06시-08시,오전,야간,사망자수,1
1156,05,평일,금,08시-10시,오전,주간,사망자수,1
1157,05,평일,금,10시-12시,오전,주간,사망자수,2
1158,05,평일,금,12시-14시,오후,주간,사망자수,2
1159,05,평일,금,14시-16시,오후,주간,사망자수,3
1160,05,평일,금,16시-18시,오후,주간,사망자수,5
1161,05,평일,금,18시-20시,오후,야간,사망자수,1
1162,05,평일,금,20시-22시,오후,야간,사망자수,4
1163,05,평일,금,22시-24시,오후,야간,사망자수,2
1164,05,주말,토,00시-02시,오전,야간,사망자수,1
1165,05,주말,토,02시-04시,오전,야간,사망자수,3
1166,05,주말,토,04시-06시,오전,야간,사망자수,3
1167,05,주말,토,06시-08시,오전,야간,사망자수,4
1168,05,주말,토,08시-10시,오전,주간,사망자수,5
1169,05,주말,토,10시-12시,오전,주간,사망자수,4
1170,05,주말,토,12시-14시,오후,주간,사망자수,4
1171,05,주말,토,14시-16시,오후,주간,사망자수,5
1172,05,주말,토,16시-18시,오후,주간,사망자수,3
1173,05,주말,토,18시-20시,오후,야간,사망자수,3
1174,05,주말,토,20시-22시,오후,야간,사망자수,3
1175,05,주말,토,22시-24시,오후,야간,사망자수,3
1176,05,주말,일,00시-02시,오전,야간,부상자수,150
1177,05,주말,일,02시-04시,오전,야간,부상자수,83
1178,05,주말,일,04시-06시,오전,야간,부상자수,62
1179,05,주말,일,06시-08시,오전,야간,부상자수,105
1180,05,주말,일,08시-10시,오전,주간,부상자수,165
1181,05,주말,일,10시-12시,오전,주간,부상자수,377
1182,05,주말,일,12시-14시,오후,주간,부상자수,503
1183,05,주말,일,14시-16시,오후,주간,부상자수,524
1184,05,주말,일,16시-18시,오후,주간,부상자수,463
1185,05,주말,일,18시-20시,오후,야간,부상자수,417
1186,05,주말,일,20시-22시,오후,야간,부상자수,346
1187,05,주말,일,22시-24시,오후,야간,부상자수,254
1188,05,평일,월,00시-02시,오전,야간,부상자수,71
1189,05,평일,월,02시-04시,오전,야간,부상자수,35
1190,05,평일,월,04시-06시,오전,야간,부상자수,86
1191,05,평일,월,06시-08시,오전,야간,부상자수,264
1192,05,평일,월,08시-10시,오전,주간,부상자수,448
1193,05,평일,월,10시-12시,오전,주간,부상자수,369
1194,05,평일,월,12시-14시,오후,주간,부상자수,436
1195,05,평일,월,14시-16시,오후,주간,부상자수,492
1196,05,평일,월,16시-18시,오후,주간,부상자수,564
1197,05,평일,월,18시-20시,오후,야간,부상자수,459
1198,05,평일,월,20시-22시,오후,야간,부상자수,344
1199,05,평일,월,22시-24시,오후,야간,부상자수,273
1200,05,평일,화,00시-02시,오전,야간,부상자수,92
1201,05,평일,화,02시-04시,오전,야간,부상자수,56
1202,05,평일,화,04시-06시,오전,야간,부상자수,68
1203,05,평일,화,06시-08시,오전,야간,부상자수,192
1204,05,평일,화,08시-10시,오전,주간,부상자수,380
1205,05,평일,화,10시-12시,오전,주간,부상자수,315
1206,05,평일,화,12시-14시,오후,주간,부상자수,367
1207,05,평일,화,14시-16시,오후,주간,부상자수,435
1208,05,평일,화,16시-18시,오후,주간,부상자수,464
1209,05,평일,화,18시-20시,오후,야간,부상자수,453
1210,05,평일,화,20시-22시,오후,야간,부상자수,368
1211,05,평일,화,22시-24시,오후,야간,부상자수,291
1212,05,평일,수,00시-02시,오전,야간,부상자수,127
1213,05,평일,수,02시-04시,오전,야간,부상자수,67
1214,05,평일,수,04시-06시,오전,야간,부상자수,32
1215,05,평일,수,06시-08시,오전,야간,부상자수,146
1216,05,평일,수,08시-10시,오전,주간,부상자수,288
1217,05,평일,수,10시-12시,오전,주간,부상자수,367
1218,05,평일,수,12시-14시,오후,주간,부상자수,419
1219,05,평일,수,14시-16시,오후,주간,부상자수,424
1220,05,평일,수,16시-18시,오후,주간,부상자수,485
1221,05,평일,수,18시-20시,오후,야간,부상자수,367
1222,05,평일,수,20시-22시,오후,야간,부상자수,278
1223,05,평일,수,22시-24시,오후,야간,부상자수,205
1224,05,평일,목,00시-02시,오전,야간,부상자수,73
1225,05,평일,목,02시-04시,오전,야간,부상자수,32
1226,05,평일,목,04시-06시,오전,야간,부상자수,65
1227,05,평일,목,06시-08시,오전,야간,부상자수,185
1228,05,평일,목,08시-10시,오전,주간,부상자수,406
1229,05,평일,목,10시-12시,오전,주간,부상자수,270
1230,05,평일,목,12시-14시,오후,주간,부상자수,352
1231,05,평일,목,14시-16시,오후,주간,부상자수,400
1232,05,평일,목,16시-18시,오후,주간,부상자수,458
1233,05,평일,목,18시-20시,오후,야간,부상자수,414
1234,05,평일,목,20시-22시,오후,야간,부상자수,359
1235,05,평일,목,22시-24시,오후,야간,부상자수,229
1236,05,평일,금,00시-02시,오전,야간,부상자수,99
1237,05,평일,금,02시-04시,오전,야간,부상자수,58
1238,05,평일,금,04시-06시,오전,야간,부상자수,71
1239,05,평일,금,06시-08시,오전,야간,부상자수,181
1240,05,평일,금,08시-10시,오전,주간,부상자수,357
1241,05,평일,금,10시-12시,오전,주간,부상자수,288
1242,05,평일,금,12시-14시,오후,주간,부상자수,393
1243,05,평일,금,14시-16시,오후,주간,부상자수,423
