,월,평일/주말,요일,시간대,오전/오후,주간/야간,사고유형,건수
1508,06,주말,토,16시-18시,오후,주간,부상자수,499
1509,06,주말,토,18시-20시,오후,야간,부상자수,361
1510,06,주말,토,20시-22시,오후,야간,부상자수,294
1511,06,주말,토,22시-24시,오후,야간,부상자수,328
1512,07,주말,일,00시-02시,오전,야간,사고건수,110
1513,07,주말,일,02시-04시,오전,야간,사고건수,44
1514,07,주말,일,04시-06시,오전,야간,사고건수,27
1515,07,주말,일,06시-08시,오전,야간,사고건수,43
1516,07,주말,일,08시-10시,오전,주간,사고건수,78
1517,07,주말,일,10시-12시,오전,주간,사고건수,152
1518,07,주말,일,12시-14시,오후,주간,사고건수,247
1519,07,주말,일,14시-16시,오후,주간,사고건수,247
1520,07,주말,일,16시-18시,오후,주간,사고건수,229
1521,07,주말,일,18시-20시,오후,야간,사고건수,216
1522,07,주말,일,20시-22시,오후,야간,사고건수,203
1523,07,주말,일,22시-24시,오후,야간,사고건수,110
1524,07,평일,월,00시-02시,오전,야간,사고건수,37
1525,07,평일,월,02시-04시,오전,야간,사고건수,27
1526,07,평일,월,04시-06시,오전,야간,사고건수,41
1527,07,평일,월,06시-08시,오전,야간,사고건수,142
1528,07,평일,월,08시-10시,오전,주간,사고건수,288
1529,07,평일,월,10시-12시,오전,주간,사고건수,276
1530,07,평일,월,12시-14시,오후,주간,사고건수,268
1531,07,평일,월,14시-16시,오후,주간,사고건수,286
1532,07,평일,월,16시-18시,오후,주간,사고건수,332
1533,07,평일,월,18시-20시,오후,야간,사고건수,290
1534,07,평일,월,20시-22시,오후,야간,사고건수,211
1535,07,평일,월,22시-24시,오후,야간,사고건수,139
1536,07,평일,화,00시-02시,오전,야간,사고건수,64
1537,07,평일,화,02시-04시,오전,야간,사고건수,28
1538,07,평일,화,04시-06시,오전,야간,사고건수,52
1539,07,평일,화,06시-08시,오전,야간,사고건수,138
1540,07,평일,화,08시-10시,오전,주간,사고건수,265
1541,07,평일,화,10시-12시,오전,주간,사고건수,270
1542,07,평일,화,12시-14시,오후,주간,사고건수,244
1543,07,평일,화,14시-16시,오후,주간,사고건수,274
1544,07,평일,화,16시-18시,오후,주간,사고건수,352
1545,07,평일,화,18시-20시,오후,야간,사고건수,283
1546,07,평일,화,20시-22시,오후,야간,사고건수,225
1547,07,평일,화,22시-24시,오후,야간,사고건수,138
1548,07,평일,수,00시-02시,오전,야간,사고건수,71
1549,07,평일,수,02시-04시,오전,야간,사고건수,35
1550,07,평일,수,04시-06시,오전,야간,사고건수,51
1551,07,평일,수,06시-08시,오전,야간,사고건수,145
1552,07,평일,수,08시-10시,오전,주간,사고건수,263
1553,07,평일,수,10시-12시,오전,주간,사고건수,269
1554,07,평일,수,12시-14시,오후,주간,사고건수,265
1555,07,평일,수,14시-16시,오후,주간,사고건수,272
1556,07,평일,수,16시-18시,오후,주간,사고건수,376
1557,07,평일,수,18시-20시,오후,야간,사고건수,328
1558,07,평일,수,20시-22시,오후,야간,사고건수,225
1559,07,평일,수,22시-24시,오후,야간,사고건수,162
1560,07,평일,목,00시-02시,오전,야간,사고건수,95
1561,07,평일,목,02시-04시,오전,야간,사고건수,32
1562,07,평일,목,04시-06시,오전,야간,사고건수,59
1563,07,평일,목,06시-08시,오전,야간,사고건수,151
1564,07,평일,목,08시-10시,오전,주간,사고건수,371
1565,07,평일,목,10시-12시,오전,주간,사고건수,322
1566,07,평일,목,12시-14시,오후,주간,사고건수,346
1567,07,평일,목,14시-16시,오후,주간,사고건수,334
1568,07,평일,목,16시-18시,오후,주간,사고건수,379
1569,07,평일,목,18시-20시,오후,야간,사고건수,402
1570,07,평일,목,20시-22시,오후,야간,사고건수,269
1571,07,평일,목,22시-24시,오후,야간,사고건수,188
1572,07,평일,금,00시-02시,오전,야간,사고건수,82
1573,07,평일,금,02시-04시,오전,야간,사고건수,42
1574,07,평일,금,04시-06시,오전,야간,사고건수,48
1575,07,평일,금,06시-08시,오전,야간,사고건수,149
1576,07,평일,금,08시-10시,오전,주간,사고건수,326
1577,07,평일,금,10시-12시,오전,주간,사고건수,326
1578,07,평일,금,12시-14시,오후,주간,사고건수,353
1579,07,평일,금,14시-16시,오후,주간,사고건수,354
1580,07,평일,금,16시-18시,오후,주간,사고건수,454
1581,07,평일,금,18시-20시,오후,야간,사고건수,483
1582,07,평일,금,20시-22시,오후,야간,사고건수,340
1583,07,평일,금,22시-24시,오후,야간,사고건수,285
1584,07,주말,토,00시-02시,오전,야간,사고건수,138
1585,07,주말,토,02시-04시,오전,야간,사고건수,57
1586,07,주말,토,04시-06시,오전,야간,사고건수,56
1587,07,주말,토,06시-08시,오전,야간,사고건수,112
1588,07,주말,토,08시-10시,오전,주간,사고건수,210
1589,07,주말,토,10시-12시,오전,주간,사고건수,372
1590,07,주말,토,12시-14시,오후,주간,사고건수,407
1591,07,주말,토,14시-16시,오후,주간,사고건수,359
1592,07,주말,토,16시-18시,오후,주간,사고건수,362
1593,07,주말,토,18시-20시,오후,야간,사고건수,331
1594,07,주말,토,20시-22시,오후,야간,사고건수,308
1595,07,주말,토,22시-24시,오후,야간,사고건수,254
1596,07,주말,일,00시-02시,오전,야간,사망자수,5
1597,07,주말,일,02시-04시,오전,야간,사망자수,1
1598,07,주말,일,04시-06시,오전,야간,사망자수,1
1599,07,주말,일,06시-08시,오전,야간,사망자수,1
1600,07,주말,일,08시-10시,오전,주간,사망자수,4
1601,07,주말,일,10시-12시,오전,주간,사망자수,0
1602,07,주말,일,12시-14시,오후,주간,사망자수,3
1603,07,주말,일,14시-16시,오후,주간,사망자수,4
1604,07,주말,일,16시-18시,오후,주간,사망자수,1
1605,07,주말,일,18시-20시,오후,야간,사망자수,2
1606,07,주말,일,20시-22시,오후,야간,사망자수,3
1607,07,주말,일,22시-24시,오후,야간,사망자수,1
1608,07,평일,월,00시-02시,오전,야간,사망자수,0
1609,07,평일,월,02시-04시,오전,야간,사망자수,2
1610,07,평일,월,04시-06시,오전,야간,사망자수,2
1611,07,평일,월,06시-08시,오전,야간,사망자수,0
1612,07,평일,월,08시-10시,오전,주간,사망자수,4
1613,07,평일,월,10시-12시,오전,주간,사망자수,2
1614,07,평일,월,12시-14시,오후,주간,사망자수,2
1615,07,평일,월,14시-16시,오후,주간,사망자수,1
1616,07,평일,월,16시-18시,오후,주간,사망자수,1
1617,07,평일,월,18시-20시,오후,야간,사망자수,2
1618,07,평일,월,20시-22시,오후,야간,사망자수,0
1619,07,평일,월,22시-24시,오후,야간,사망자수,0
1620,07,평일,화,00시-02시,오전,야간,사망자수,1
1621,07,평일,화,02시-04시,오전,야간,사망자수,3
1622,07,평일,화,04시-06시,오전,야간,사망자수,5
1623,07,평일,화,06시-08시,오전,야간,사망자수,3
1624,07,평일,화,08시-10시,오전,주간,사망자수,9
1625,07,평일,화,10시-12시,오전,주간,사망자수,2
1626,07,평일,화,12시-14시,오후,주간,사망자수,6
1627,07,평일,화,14시-16시,오후,주간,사망자수,6
1628,07,평일,화,16시-18시,오후,주간,사망자수,1
1629,07,평일,화,18시-20시,오후,야간,사망자수,3
1630,07,평일,화,20시-22시,오후,야간,사망자수,5
1631,07,평일,화,22시-24시,오후,야간,사망자수,2
1632,07,평일,수,00시-02시,오전,야간,사망자수,2
1633,07,평일,수,02시-04시,오전,야간,사망자수,3
1634,07,평일,수,04시-06시,오전,야간,사망자수,5
1635,07,평일,수,06시-08시,오전,야간,사망자수,3
1636,07,평일,수,08시-10시,오전,주간,사망자수,3
1637,07,평일,수,10시-12시,오전,주간,사망자수,5
1638,07,평일,수,12시-14시,오후,주간,사망자수,3
1639,07,평일,수,14시-16시,오후,주간,사망자수,4
1640,07,평일,수,16시-18시,오후,주간,사망자수,3
1641,07,평일,수,18시-20시,오후,야간,사망자수,3
1642,07,평일,수,20시-22시,오후,야간,사망자수,3
1643,07,평일,수,22시-24시,오후,야간,사망자수,2
1644,07,평일,목,00시-02시,오전,야간,사망자수,4
1645,07,평일,목,02시-04시,오전,야간,사망자수,1
1646,07,평일,목,04시-06시,오전,야간,사망자수,5
1647,07,평일,목,06시-08시,오전,야간,사망자수,4
1648,07,평일,목,08시-10시,오전,주간,사망자수,3
1649,07,평일,목,10시-12시,오전,주간,사망자수,7
1650,07,평일,목,12시-14시,오후,주간,사망자수,5
1651,07,평일,목,14시-16시,오후,주간,사망자수,1
1652,07,평일,목,16시-18시,오후,주간,사망자수,1
1653,07,평일,목,18시-20시,오후,야간,사망자수,2
1654,07,평일,목,20시-22시,오후,야간,사망자수,4
1655,07,평일,목,22시-24시,오후,야간,사망자수,4
1656,07,평일,금,00시-02시,오전,야간,사망자수,1
1657,07,평일,금,02시-04시,오전,야간,사망자수,3
1658,07,평일,금,04시-06시,오전,야간,사망자수,0
1659,07,평일,금,06시-08시,오전,야간,사망자수,5
1660,07,평일,금,08시-10시,오전,주간,사망자수,5
1661,07,평일,금,10시-12시,오전,주간,사망자수,4
1662,07,평일,금,12시-14시,오후,주간,사망자수,1
1663,07,평일,금,14시-16시,오후,주간,사망자수,6
1664,07,평일,금,16시-18시,오후,주간,사망자수,3
1665,07,평일,금,18시-20시,오후,야간,사망자수,2
1666,07,평일,금,20시-22시,오후,야간,사망자수,6
1667,07,평일,금,22시-24시,오후,야간,사망자수,3
1668,07,주말,토,00시-02시,오전,야간,사망자수,3
1669,07,주말,토,02시-04시,오전,야간,사망자수,5
1670,07,주말,토,04시-06시,오전,야간,사망자수,1
1671,07,주말,토,06시-08시,오전,야간,사망자수,3
1672,07,주말,토,08시-10시,오전,주간,사망자수,4
1673,07,주말,토,10시-12시,오전,주간,사망자수,5
1674,07,주말,토,12시-14시,오후,주간,사망자수,2
1675,07,주말,토,14시-16시,오후,주간,사망자수,3
1676,07,주말,토,16시-18시,오후,주간,사망자수,6
1677,07,주말,토,18시-20시,오후,야간,사망자수,3
1678,07,주말,토,20시-22시,오후,야간,사망자수,10
1679,07,주말,토,22시-24시,오후,야간,사망자수,2
1680,07,주말,일,00시-02시,오전,야간,부상자수,163
1681,07,주말,일,02시-04시,오전,야간,부상자수,75
1682,07,주말,일,04시-06시,오전,야간,부상자수,39
1683,07,주말,일,06시-08시,오전,야간,부상자수,73
1684,07,주말,일,08시-10시,오전,주간,부상자수,108
1685,07,주말,일,10시-12시,오전,주간,부상자수,245
1686,07,주말,일,12시-14시,오후,주간,부상자수,372
1687,07,주말,일,14시-16시,오후,주간,부상자수,415
1688,07,주말,일,16시-18시,오후,주간,부상자수,383
1689,07,주말,일,18시-20시,오후,야간,부상자수,344
1690,07,주말,일,20시-22시,오후,야간,부상자수,306
1691,07,주말,일,22시-24시,오후,야간,부상자수,147
1692,07,평일,월,00시-02시,오전,야간,부상자수,52
1693,07,평일,월,02시-04시,오전,야간,부상자수,36
1694,07,평일,월,04시-06시,오전,야간,부상자수,56
1695,07,평일,월,06시-08시,오전,야간,부상자수,204
1696,07,평일,월,08시-10시,오전,주간,부상자수,416
1697,07,평일,월,10시-12시,오전,주간,부상자수,371
1698,07,평일,월,12시-14시,오후,주간,부상자수,384
1699,07,평일,월,14시-16시,오후,주간,부상자수,425
1700,07,평일,월,16시-18시,오후,주간,부상자수,446
1701,07,평일,월,18시-20시,오후,야간,부상자수,385
1702,07,평일,월,20시-22시,오후,야간,부상자수,277
1703,07,평일,월,22시-24시,오후,야간,부상자수,206
1704,07,평일,화,00시-02시,오전,야간,부상자수,100
1705,07,평일,화,02시-04시,오전,야간,부상자수,34
1706,07,평일,화,04시-06시,오전,야간,부상자수,72
1707,07,평일,화,06시-08시,오전,야간,부상자수,171
1708,07,평일,화,08시-10시,오전,주간,부상자수,366
1709,07,평일,화,10시-12시,오전,주간,부상자수,385
1710,07,평일,화,12시-14시,오후,주간,부상자수,353
1711,07,평일,화,14시-16시,오후,주간,부상자수,385
1712,07,평일,화,16시-18시,오후,주간,부상자수,498
1713,07,평일,화,18시-20시,오후,야간,부상자수,399
1714,07,평일,화,20시-22시,오후,야간,부상자수,320
1715,07,평일,화,22시-24시,오후,야간,부상자수,208
1716,07,평일,수,00시-02시,오전,야간,부상자수,99
1717,07,평일,수,02시-04시,오전,야간,부상자수,41
1718,07,평일,수,04시-06시,오전,야간,부상자수,66
1719,07,평일,수,06시-08시,오전,야간,부상자수,183
1720,07,평일,수,08시-10시,오전,주간,부상자수,381
1721,07,평일,수,10시-12시,오전,주간,부상자수,366
1722,07,평일,수,12시-14시,오후,주간,부상자수,381
1723,07,평일,수,14시-16시,오후,주간,부상자수,364
1724,07,평일,수,16시-18시,오후,주간,부상자수,515
1725,07,평일,수,18시-20시,오후,야간,부상자수,470
1726,07,평일,수,20시-22시,오후,야간,부상자수,322
1727,07,평일,수,22시-24시,오후,야간,부상자수,228
1728,07,평일,목,00시-02시,오전,야간,부상자수,140
1729,07,평일,목,02시-04시,오전,야간,부상자수,41
1730,07,평일,목,04시-06시,오전,야간,부상자수,86
1731,07,평일,목,06시-08시,오전,야간,부상자수,203
1732,07,평일,목,08시-10시,오전,주간,부상자수,518
1733,07,평일,목,10시-12시,오전,주간,부상자수,449
1734,07,평일,목,12시-14시,오후,주간,부상자수,512
1735,07,평일,목,14시-16시,오후,주간,부상자수,466
1736,07,평일,목,16시-18시,오후,주간,부상자수,522
1737,07,평일,목,18시-20시,오후,야간,부상자수,571
1738,07,평일,목,20시-22시,오후,야간,부상자수,357
1739,07,평일,목,22시-24시,오후,야간,부상자수,254
1740,07,평일,금,00시-02시,오전,야간,부상자수,117
1741,07,평일,금,02시-04시,오전,야간,부상자수,58
1742,07,평일,금,04시-06시,오전,야간,부상자수,76
1743,07,평일,금,06시-08시,오전,야간,부상자수,205
1744,07,평일,금,08시-10시,오전,주간,부상자수,444
1745,07,평일,금,10시-12시,오전,주간,부상자수,474
1746,07,평일,금,12시-14시,오후,주간,부상자수,492
1747,07,평일,금,14시-16시,오후,주간,부상자수,526
1748,07,평일,금,16시-18시,오후,주간,부상자수,622
1749,07,평일,금,18시-20시,오후,야간,부상자수,681
1750,07,평일,금,20시-22시,오후,야간,부상자수,476
1751,07,평일,금,22시-24시,오후,야간,부상자수,420
1752,07,주말,토,00시-02시,오전,야간,부상자수,220
1753,07,주말,토,02시-04시,오전,야간,부상자수,81
1754,07,주말,토,04시-06시,오전,야간,부상자수,74
1755,07,주말,토,06시-08시,오전,야간,부상자수,152
1756,07,주말,토,08시-10시,오전,주간,부상자수,314
1757,07,주말,토,10시-12시,오전,주간,부상자수,607
1758,07,주말,토,12시-14시,오후,주간,부상자수,641
1759,07,주말,토,14시-16시,오후,주간,부상자수,567
1760,07,주말,토,16시-18시,오후,주간,부상자수,555
1761,07,주말,토,18시-20시,오후,야간,부상자수,491
1762,07,주말,토,20시-22시,오후,야간,부상자수,449
1763,07,주말,토,22시-24시,오후,야간,부상자수,374
1764,08,주말,일,00시-02시,오전,야간,사고건수,94
1765,08,주말,일,02시-04시,오전,야간,사고건수,31
1766,08,주말,일,04시-06시,오전,야간,사고건수,42
1767,08,주말,일,06시-08시,오전,야간,사고건수,60
1768,08,주말,일,08시-10시,오전,주간,사고건수,106
1769,08,주말,일,10시-12시,오전,주간,사고건수,181
1770,08,주말,일,12시-14시,오후,주간,사고건수,276
1771,08,주말,일,14시-16시,오후,주간,사고건수,278
1772,08,주말,일,16시-18시,오후,주간,사고건수,286
1773,08,주말,일,18시-20시,오후,야간,사고건수,268
1774,08,주말,일,20시-22시,오후,야간,사고건수,258
1775,08,주말,일,22시-24시,오후,야간,사고건수,138
1776,08,평일,월,00시-02시,오전,야간,사고건수,53
1777,08,평일,월,02시-04시,오전,야간,사고건수,22
1778,08,평일,월,04시-06시,오전,야간,사고건수,42
1779,08,평일,월,06시-08시,오전,야간,사고건수,141
1780,08,평일,월,08시-10시,오전,주간,사고건수,267
1781,08,평일,월,10시-12시,오전,주간,사고건수,311
1782,08,평일,월,12시-14시,오후,주간,사고건수,347
1783,08,평일,월,14시-16시,오후,주간,사고건수,338
1784,08,평일,월,16시-18시,오후,주간,사고건수,374
1785,08,평일,월,18시-20시,오후,야간,사고건수,359
1786,08,평일,월,20시-22시,오후,야간,사고건수,293
1787,08,평일,월,22시-24시,오후,야간,사고건수,175
1788,08,평일,화,00시-02시,오전,야간,사고건수,59
1789,08,평일,화,02시-04시,오전,야간,사고건수,28
1790,08,평일,화,04시-06시,오전,야간,사고건수,48
1791,08,평일,화,06시-08시,오전,야간,사고건수,128
1792,08,평일,화,08시-10시,오전,주간,사고건수,271
1793,08,평일,화,10시-12시,오전,주간,사고건수,313
1794,08,평일,화,12시-14시,오후,주간,사고건수,325
1795,08,평일,화,14시-16시,오후,주간,사고건수,363
1796,08,평일,화,16시-18시,오후,주간,사고건수,361
1797,08,평일,화,18시-20시,오후,야간,사고건수,386
1798,08,평일,화,20시-22시,오후,야간,사고건수,311
1799,08,평일,화,22시-24시,오후,야간,사고건수,191
1800,08,평일,수,00시-02시,오전,야간,사고건수,47
1801,08,평일,수,02시-04시,오전,야간,사고건수,26
1802,08,평일,수,04시-06시,오전,야간,사고건수,39
1803,08,평일,수,06시-08시,오전,야간,사고건수,119
1804,08,평일,수,08시-10시,오전,주간,사고건수,232
1805,08,평일,수,10시-12시,오전,주간,사고건수,241
1806,08,평일,수,12시-14시,오후,주간,사고건수,253
1807,08,평일,수,14시-16시,오후,주간,사고건수,258
1808,08,평일,수,16시-18시,오후,주간,사고건수,318
1809,08,평일,수,18시-20시,오후,야간,사고건수,308
1810,08,평일,수,20시-22시,오후,야간,사고건수,220
1811,08,평일,수,22시-24시,오후,야간,사고건수,168
1812,08,평일,목,00시-02시,오전,야간,사고건수,44
1813,08,평일,목,02시-04시,오전,야간,사고건수,25
1814,08,평일,목,04시-06시,오전,야간,사고건수,39
1815,08,평일,목,06시-08시,오전,야간,사고건수,128
1816,08,평일,목,08시-10시,오전,주간,사고건수,277
1817,08,평일,목,10시-12시,오전,주간,사고건수,261
1818,08,평일,목,12시-14시,오후,주간,사고건수,264
1819,08,평일,목,14시-16시,오후,주간,사고건수,268
1820,08,평일,목,16시-18시,오후,주간,사고건수,292
1821,08,평일,목,18시-20시,오후,야간,사고건수,289
1822,08,평일,목,20시-22시,오후,야간,사고건수,218
1823,08,평일,목,22시-24시,오후,야간,사고건수,140
1824,08,평일,금,00시-02시,오전,야간,사고건수,37
1825,08,평일,금,02시-04시,오전,야간,사고건수,25
1826,08,평일,금,04시-06시,오전,야간,사고건수,42
1827,08,평일,금,06시-08시,오전,야간,사고건수,115
1828,08,평일,금,08시-10시,오전,주간,사고건수,232
1829,08,평일,금,10시-12시,오전,주간,사고건수,222
1830,08,평일,금,12시-14시,오후,주간,사고건수,289
1831,08,평일,금,14시-16시,오후,주간,사고건수,304
1832,08,평일,금,16시-18시,오후,주간,사고건수,345
1833,08,평일,금,18시-20시,오후,야간,사고건수,337
1834,08,평일,금,20시-22시,오후,야간,사고건수,251
1835,08,평일,금,22시-24시,오후,야간,사고건수,163
1836,08,주말,토,00시-02시,오전,야간,사고건수,66
1837,08,주말,토,02시-04시,오전,야간,사고건수,41
1838,08,주말,토,04시-06시,오전,야간,사고건수,41
1839,08,주말,토,06시-08시,오전,야간,사고건수,81
1840,08,주말,토,08시-10시,오전,주간,사고건수,141
1841,08,주말,토,10시-12시,오전,주간,사고건수,230
1842,08,주말,토,12시-14시,오후,주간,사고건수,296
1843,08,주말,토,14시-16시,오후,주간,사고건수,268
1844,08,주말,토,16시-18시,오후,주간,사고건수,247
1845,08,주말,토,18시-20시,오후,야간,사고건수,251
1846,08,주말,토,20시-22시,오후,야간,사고건수,238
1847,08,주말,토,22시-24시,오후,야간,사고건수,158
1848,08,주말,일,00시-02시,오전,야간,사망자수,4
1849,08,주말,일,02시-04시,오전,야간,사망자수,0
1850,08,주말,일,04시-06시,오전,야간,사망자수,1
1851,08,주말,일,06시-08시,오전,야간,사망자수,1
1852,08,주말,일,08시-10시,오전,주간,사망자수,3
1853,08,주말,일,10시-12시,오전,주간,사망자수,1
1854,08,주말,일,12시-14시,오후,주간,사망자수,3
1855,08,주말,일,14시-16시,오후,주간,사망자수,3
1856,08,주말,일,16시-18시,오후,주간,사망자수,5
1857,08,주말,일,18시-20시,오후,야간,사망자수,2
1858,08,주말,일,20시-22시,오후,야간,사망자수,7
1859,08,주말,일,22시-24시,오후,야간,사망자수,3
1860,08,평일,월,00시-02시,오전,야간,사망자수,2
1861,08,평일,월,02시-04시,오전,야간,사망자수,0
1862,08,평일,월,04시-06시,오전,야간,사망자수,3
1863,08,평일,월,06시-08시,오전,야간,사망자수,4
1864,08,평일,월,08시-10시,오전,주간,사망자수,2
1865,08,평일,월,10시-12시,오전,주간,사망자수,3
1866,08,평일,월,12시-14시,오후,주간,사망자수,5
1867,08,평일,월,14시-16시,오후,주간,사망자수,3
1868,08,평일,월,16시-18시,오후,주간,사망자수,3
1869,08,평일,월,18시-20시,오후,야간,사망자수,5
1870,08,평일,월,20시-22시,오후,야간,사망자수,9
1871,08,평일,월,22시-24시,오후,야간,사망자수,3
1872,08,평일,화,00시-02시,오전,야간,사망자수,1
1873,08,평일,화,02시-04시,오전,야간,사망자수,0
1874,08,평일,화,04시-06시,오전,야간,사망자수,1
1875,08,평일,화,06시-08시,오전,야간,사망자수,3
1876,08,평일,화,08시-10시,오전,주간,사망자수,4
1877,08,평일,화,10시-12시,오전,주간,사망자수,3
1878,08,평일,화,12시-14시,오후,주간,사망자수,4
1879,08,평일,화,14시-16시,오후,주간,사망자수,6
1880,08,평일,화,16시-18시,오후,주간,사망자수,6
1881,08,평일,화,18시-20시,오후,야간,사망자수,0
1882,08,평일,화,20시-22시,오후,야간,사망자수,2
1883,08,평일,화,22시-24시,오후,야간,사망자수,2
1884,08,평일,수,00시-02시,오전,야간,사망자수,2
1885,08,평일,수,02시-04시,오전,야간,사망자수,1
1886,08,평일,수,04시-06시,오전,야간,사망자수,4
1887,08,평일,수,06시-08시,오전,야간,사망자수,1
1888,08,평일,수,08시-10시,오전,주간,사망자수,3
1889,08,평일,수,10시-12시,오전,주간,사망자수,5
1890,08,평일,수,12시-14시,오후,주간,사망자수,6
1891,08,평일,수,14시-16시,오후,주간,사망자수,2
1892,08,평일,수,16시-18시,오후,주간,사망자수,2
1893,08,평일,수,18시-20시,오후,야간,사망자수,1
1894,08,평일,수,20시-22시,오후,야간,사망자수,1
1895,08,평일,수,22시-24시,오후,야간,사망자수,5
1896,08,평일,목,00시-02시,오전,야간,사망자수,2
1897,08,평일,목,02시-04시,오전,야간,사망자수,3
1898,08,평일,목,04시-06시,오전,야간,사망자수,2
1899,08,평일,목,06시-08시,오전,야간,사망자수,2
1900,08,평일,목,08시-10시,오전,주간,사망자수,4
1901,08,평일,목,10시-12시,오전,주간,사망자수,4
1902,08,평일,목,12시-14시,오후,주간,사망자수,1
1903,08,평일,목,14시-16시,오후,주간,사망자수,3
1904,08,평일,목,16시-18시,오후,주간,사망자수,1
1905,08,평일,목,18시-20시,오후,야간,사망자수,2
1906,08,평일,목,20시-22시,오후,야간,사망자수,9
1907,08,평일,목,22시-24시,오후,야간,사망자수,3
1908,08,평일,금,00시-02시,오전,야간,사망자수,1
1909,08,평일,금,02시-04시,오전,야간,사망자수,4
1910,08,평일,금,04시-06시,오전,야간,사망자수,4
1911,08,평일,금,06시-08시,오전,야간,사망자수,4
1912,08,평일,금,08시-10시,오전,주간,사망자수,3
1913,08,평일,금,10시-12시,오전,주간,사망자수,3
1914,08,평일,금,12시-14시,오후,주간,사망자수,3
1915,08,평일,금,14시-16시,오후,주간,사망자수,2
1916,08,평일,금,16시-18시,오후,주간,사망자수,2
1917,08,평일,금,18시-20시,오후,야간,사망자수,5
1918,08,평일,금,20시-22시,오후,야간,사망자수,3
1919,08,평일,금,22시-24시,오후,야간,사망자수,5
1920,08,주말,토,00시-02시,오전,야간,사망자수,3
1921,08,주말,토,02시-04시,오전,야간,사망자수,5
1922,08,주말,토,04시-06시,오전,야간,사망자수,2
1923,08,주말,토,06시-08시,오전,야간,사망자수,1
1924,08,주말,토,08시-10시,오전,주간,사망자수,5
1925,08,주말,토,10시-12시,오전,주간,사망자수,3
1926,08,주말,토,12시-14시,오후,주간,사망자수,0
1927,08,주말,토,14시-16시,오후,주간,사망자수,3
1928,08,주말,토,16시-18시,오후,주간,사망자수,4
1929,08,주말,토,18시-20시,오후,야간,사망자수,1
1930,08,주말,토,20시-22시,오후,야간,사망자수,4
1931,08,주말,토,22시-24시,오후,야간,사망자수,1
1932,08,주말,일,00시-02시,오전,야간,부상자수,146
1933,08,주말,일,02시-04시,오전,야간,부상자수,42
1934,08,주말,일,04시-06시,오전,야간,부상자수,65
1935,08,주말,일,06시-08시,오전,야간,부상자수,85
1936,08,주말,일,08시-10시,오전,주간,부상자수,163
1937,08,주말,일,10시-12시,오전,주간,부상자수,314
1938,08,주말,일,12시-14시,오후,주간,부상자수,440
1939,08,주말,일,14시-16시,오후,주간,부상자수,497
1940,08,주말,일,16시-18시,오후,주간,부상자수,443
1941,08,주말,일,18시-20시,오후,야간,부상자수,407
1942,08,주말,일,20시-22시,오후,야간,부상자수,398
1943,08,주말,일,22시-24시,오후,야간,부상자수,206
1944,08,평일,월,00시-02시,오전,야간,부상자수,73
1945,08,평일,월,02시-04시,오전,야간,부상자수,43
1946,08,평일,월,04시-06시,오전,야간,부상자수,59
1947,08,평일,월,06시-08시,오전,야간,부상자수,202
1948,08,평일,월,08시-10시,오전,주간,부상자수,369
1949,08,평일,월,10시-12시,오전,주간,부상자수,460
1950,08,평일,월,12시-14시,오후,주간,부상자수,527
1951,08,평일,월,14시-16시,오후,주간,부상자수,504
1952,08,평일,월,16시-18시,오후,주간,부상자수,554
1953,08,평일,월,18시-20시,오후,야간,부상자수,538
1954,08,평일,월,20시-22시,오후,야간,부상자수,420
1955,08,평일,월,22시-24시,오후,야간,부상자수,240
1956,08,평일,화,00시-02시,오전,야간,부상자수,84
1957,08,평일,화,02시-04시,오전,야간,부상자수,50
1958,08,평일,화,04시-06시,오전,야간,부상자수,61
1959,08,평일,화,06시-08시,오전,야간,부상자수,165
1960,08,평일,화,08시-10시,오전,주간,부상자수,397
1961,08,평일,화,10시-12시,오전,주간,부상자수,410
1962,08,평일,화,12시-14시,오후,주간,부상자수,448
1963,08,평일,화,14시-16시,오후,주간,부상자수,493
1964,08,평일,화,16시-18시,오후,주간,부상자수,526
1965,08,평일,화,18시-20시,오후,야간,부상자수,529
1966,08,평일,화,20시-22시,오후,야간,부상자수,419
1967,08,평일,화,22시-24시,오후,야간,부상자수,279
1968,08,평일,수,00시-02시,오전,야간,부상자수,75
1969,08,평일,수,02시-04시,오전,야간,부상자수,44
1970,08,평일,수,04시-06시,오전,야간,부상자수,43
1971,08,평일,수,06시-08시,오전,야간,부상자수,151
1972,08,평일,수,08시-10시,오전,주간,부상자수,325
1973,08,평일,수,10시-12시,오전,주간,부상자수,346
1974,08,평일,수,12시-14시,오후,주간,부상자수,388
1975,08,평일,수,14시-16시,오후,주간,부상자수,384
1976,08,평일,수,16시-18시,오후,주간,부상자수,442
1977,08,평일,수,18시-20시,오후,야간,부상자수,418
1978,08,평일,수,20시-22시,오후,야간,부상자수,320
1979,08,평일,수,22시-24시,오후,야간,부상자수,239
1980,08,평일,목,00시-02시,오전,야간,부상자수,59
1981,08,평일,목,02시-04시,오전,야간,부상자수,39
1982,08,평일,목,04시-06시,오전,야간,부상자수,45
1983,08,평일,목,06시-08시,오전,야간,부상자수,172
1984,08,평일,목,08시-10시,오전,주간,부상자수,363
1985,08,평일,목,10시-12시,오전,주간,부상자수,360
1986,08,평일,목,12시-14시,오후,주간,부상자수,379
1987,08,평일,목,14시-16시,오후,주간,부상자수,382
1988,08,평일,목,16시-18시,오후,주간,부상자수,396
