요일,시간대,합계,합계,합계,202101,202101,202101,202102,202102,202102,202103,202103,202103,202104,202104,202104,202105,202105,202105,202106,202106,202106,202107,202107,202107,202108,202108,202108,202109,202109,202109,202110,202110,202110,202111,202111,202111,202112,202112,202112
요일,시간대,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수
수,18시-20시,"4,582",44,"6,294",402,6,532,404,4,548,373,3,506,328,1,467,264,2,367,395,4,538,328,3,470,308,1,418,416,5,553,422,6,590,440,4,638,502,5,667
수,20시-22시,"2,879",23,"4,122",307,2,418,268,1,398,251,1,358,220,4,310,183,0,278,292,5,409,225,3,322,220,1,320,268,2,364,193,3,273,191,0,273,261,1,399
수,22시-24시,"2,032",25,"2,944",133,1,203,172,2,260,188,1,277,157,1,253,155,2,205,223,0,339,162,2,228,168,5,239,215,1,310,159,4,225,146,3,206,154,3,199
목,00시-02시,796,31,"1,125",38,1,55,70,2,106,58,1,74,88,6,132,53,4,73,65,3,90,95,4,140,44,2,59,58,3,75,60,3,81,87,1,130,80,1,110
목,02시-04시,365,19,512,21,0,25,31,1,46,29,1,41,32,1,53,24,1,32,33,0,50,32,1,41,25,3,39,27,1,35,32,3,45,48,4,69,31,3,36
목,04시-06시,534,36,698,41,0,48,25,5,39,47,1,63,49,2,66,41,4,65,32,2,47,59,5,86,39,2,45,55,7,66,53,5,65,52,2,61,41,1,47
목,06시-08시,"1,877",49,"2,531",120,4,161,121,3,161,143,4,184,186,0,276,131,5,185,168,6,236,151,4,203,128,2,172,182,5,250,169,7,205,177,6,245,201,3,253
목,08시-10시,"3,384",22,"4,725",236,2,343,181,0,262,209,2,279,334,0,462,276,3,406,261,1,402,371,3,518,277,4,363,368,1,515,292,2,415,294,2,390,285,2,370
목,10시-12시,"3,061",51,"4,182",257,5,357,178,1,261,218,5,286,309,4,424,211,6,270,247,3,351,322,7,449,261,4,360,303,5,392,253,2,352,241,6,327,261,3,353
목,12시-14시,"3,294",52,"4,543",231,2,303,242,7,322,236,5,322,348,4,469,264,4,352,268,5,373,346,5,512,264,1,379,340,4,473,245,5,336,228,6,302,282,4,400
목,14시-16시,"3,386",44,"4,805",217,5,289,244,2,353,250,3,335,333,5,486,272,0,400,271,5,399,334,1,466,268,3,382,387,4,566,274,5,397,255,5,331,281,6,401
목,16시-18시,"3,925",29,"5,477",238,1,336,252,1,392,264,2,387,418,3,574,298,3,458,300,5,391,379,1,522,292,1,396,427,4,590,306,2,408,368,0,507,383,6,516
목,18시-20시,"4,391",46,"5,962",348,6,470,292,5,389,300,1,412,432,3,579,294,3,414,306,1,395,402,2,571,289,2,399,433,2,576,433,11,616,397,5,540,465,5,601
목,20시-22시,"2,876",43,"3,922",256,3,349,228,2,311,216,2,307,275,5,347,258,5,359,262,2,367,269,4,357,218,9,299,247,1,324,184,5,233,174,1,252,289,4,417
목,22시-24시,"2,085",42,"2,981",100,1,143,156,2,216,173,3,266,238,2,351,161,1,229,241,6,346,188,4,254,140,3,199,194,3,266,165,6,240,161,4,233,168,7,238
금,00시-02시,816,24,"1,176",56,2,88,56,3,77,57,2,107,77,1,115,65,2,99,70,2,85,82,1,117,37,1,43,61,3,86,66,3,98,100,2,132,89,2,129
금,02시-04시,389,23,549,30,3,44,17,1,28,33,0,45,44,0,60,35,0,58,28,1,36,42,3,58,25,4,26,18,3,21,19,3,20,56,2,99,42,3,54
금,04시-06시,589,21,798,40,1,46,32,1,38,45,0,63,62,1,85,45,1,71,44,5,62,48,0,76,42,4,58,59,3,79,61,3,79,53,2,66,58,0,75
금,06시-08시,"1,770",44,"2,371",149,3,189,110,4,148,116,4,186,167,2,212,134,1,181,137,2,181,149,5,205,115,4,150,127,2,179,166,1,223,156,5,194,244,11,323
금,08시-10시,"3,353",37,"4,631",223,5,303,188,2,272,271,2,401,338,3,474,272,1,357,271,2,363,326,5,444,232,3,319,276,4,370,378,2,502,296,4,407,282,4,419
금,10시-12시,"3,085",33,"4,238",210,0,300,196,3,289,229,3,321,311,3,411,214,2,288,244,5,331,326,4,474,222,3,289,249,1,341,361,6,473,238,2,322,285,1,399
금,12시-14시,"3,520",35,"4,943",266,1,386,269,1,416,246,5,321,349,2,478,279,2,393,249,2,370,353,1,492,289,3,419,270,5,343,335,4,443,283,4,399,332,5,483
금,14시-16시,"3,809",47,"5,548",288,3,444,286,1,425,302,5,428,338,4,477,306,3,423,318,4,482,354,6,526,304,2,467,303,3,413,399,7,565,278,6,393,333,3,505
금,16시-18시,"4,609",36,"6,468",304,2,426,277,1,400,325,3,440,447,4,619,366,5,506,371,2,571,454,3,622,345,2,495,411,2,586,460,5,643,390,3,540,459,4,620
금,18시-20시,"5,177",52,"7,140",488,6,694,366,4,490,357,3,482,436,1,636,341,1,493,357,1,466,483,2,681,337,5,443,383,4,500,596,8,824,452,6,630,581,11,801
금,20시-22시,"3,322",42,"4,765",349,4,506,258,3,388,268,1,397,318,6,467,233,4,313,225,2,324,340,6,476,251,3,361,246,1,341,273,4,389,248,3,357,313,5,446
금,22시-24시,"2,576",46,"3,887",153,5,215,192,3,289,209,1,302,265,4,435,179,2,258,223,4,365,285,3,420,163,5,235,190,5,291,319,6,492,181,6,252,217,2,333
토,00시-02시,"1,201",21,"1,819",76,0,113,63,0,110,92,1,146,94,2,138,115,1,178,113,4,165,138,3,220,66,3,87,69,2,103,105,0,163,137,3,208,133,2,188
토,02시-04시,537,29,795,27,1,41,26,3,39,40,3,55,43,0,62,74,3,128,54,2,79,57,5,81,41,5,55,29,1,54,37,4,50,63,1,88,46,1,63
토,04시-06시,591,19,784,34,1,48,30,1,42,52,2,61,48,2,69,72,3,97,48,1,70,56,1,74,41,2,56,31,4,37,66,0,95,62,0,74,51,2,61
토,06시-08시,"1,028",33,"1,409",77,4,96,67,4,98,72,2,92,83,0,118,106,4,155,73,4,105,112,3,152,81,1,114,86,0,112,102,4,138,94,5,124,75,2,105
토,08시-10시,"1,915",32,"2,809",125,4,194,99,3,147,130,0,193,164,3,224,190,5,274,209,3,295,210,4,314,141,5,218,176,2,260,207,1,286,146,0,237,118,2,167
토,10시-12시,"3,257",30,"5,119",232,1,366,197,3,319,224,0,332,267,4,404,315,4,492,301,1,494,372,5,607,230,3,390,320,4,514,317,3,465,274,1,423,208,1,313
토,12시-14시,"3,965",36,"6,264",327,1,552,273,4,437,293,5,449,343,4,534,420,4,675,344,3,572,407,2,641,296,0,491,324,6,485,383,2,585,303,5,459,252,0,384
토,14시-16시,"3,711",34,"5,900",325,4,493,249,2,420,283,3,478,303,2,473,389,5,620,301,3,486,359,3,567,268,3,436,303,1,485,353,5,530,308,2,503,270,1,409
토,16시-18시,"3,670",39,"5,797",302,2,447,253,3,427,251,1,413,312,5,481,393,3,637,315,0,499,362,6,555,247,4,400,294,4,484,353,3,548,315,4,488,273,4,418
토,18시-20시,"3,711",40,"5,521",369,0,575,282,3,452,302,4,441,285,1,427,310,3,444,249,3,361,331,3,491,251,1,343,272,8,406,451,8,671,327,5,504,282,1,406
토,20시-22시,"2,920",38,"4,372",354,5,545,228,4,364,216,1,345,242,3,365,282,3,413,203,2,294,308,10,449,238,4,345,228,2,330,211,1,305,200,1,294,210,2,323
토,22시-24시,"2,316",27,"3,494",139,4,214,189,3,291,192,3,273,203,2,295,226,3,353,208,0,328,254,2,374,158,1,219,180,1,266,277,5,423,149,2,228,141,1,230
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
