도로종류,시간대,합계,합계,합계,202101,202101,202101,202102,202102,202102,202103,202103,202103,202104,202104,202104,202105,202105,202105,202106,202106,202106,202107,202107,202107,202108,202108,202108,202109,202109,202109,202110,202110,202110,202111,202111,202111,202112,202112,202112
도로종류,시간대,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수
고속국도,06시-08시,335,10,538,29,2,50,22,2,36,31,0,48,21,0,33,25,0,40,33,0,56,25,0,47,20,0,28,28,2,47,41,1,74,28,1,37,32,2,42
고속국도,08시-10시,430,20,772,31,1,40,30,8,55,45,0,85,26,0,51,42,0,73,32,0,50,48,1,81,34,2,74,34,1,52,28,0,48,44,3,96,36,4,67
고속국도,10시-12시,554,20,"1,262",41,3,79,35,1,89,48,3,91,39,2,92,58,2,147,46,3,98,49,0,113,47,0,110,46,1,126,49,2,120,52,1,119,44,2,78
고속국도,12시-14시,515,14,"1,159",33,1,89,41,1,97,31,0,63,33,0,63,45,2,103,52,0,108,38,3,81,56,0,141,49,4,112,49,1,106,46,2,104,42,0,92
고속국도,14시-16시,640,24,"1,476",32,1,64,50,0,117,53,5,127,37,0,89,56,2,169,55,1,115,69,0,162,64,5,138,69,2,145,56,5,122,53,1,100,46,2,128
고속국도,16시-18시,704,11,"1,451",47,3,94,59,1,116,58,1,120,62,0,130,47,1,107,59,1,131,66,1,140,66,0,131,57,1,153,54,1,102,73,0,130,56,1,97
고속국도,18시-20시,569,10,"1,077",50,3,81,37,1,76,54,2,95,39,0,67,36,2,79,46,0,76,49,0,105,44,0,90,42,0,71,62,0,135,63,1,126,47,1,76
고속국도,20시-22시,375,10,646,39,0,56,29,1,48,24,0,46,25,2,44,32,1,59,28,0,45,27,0,32,39,3,81,38,0,73,40,2,67,26,0,49,28,1,46
고속국도,22시-24시,316,21,591,17,2,35,36,1,68,25,4,40,19,0,38,32,1,60,34,2,75,32,1,62,21,2,54,19,2,30,35,2,57,21,1,46,25,3,26
기타/불명,00시-02시,308,3,410,19,0,23,16,0,27,23,0,32,28,1,42,22,0,33,28,0,32,22,0,26,20,0,25,22,0,27,22,1,32,51,0,68,35,1,43
기타/불명,02시-04시,121,0,165,4,0,4,9,0,12,15,0,21,10,0,11,10,0,13,10,0,19,12,0,15,8,0,10,8,0,9,6,0,7,21,0,31,8,0,13
기타/불명,04시-06시,188,4,233,7,0,10,10,0,14,8,0,8,18,0,24,21,1,32,16,0,19,18,1,19,17,0,21,15,1,17,22,0,28,12,0,15,24,1,26
기타/불명,06시-08시,642,10,836,29,0,35,24,1,30,55,1,77,60,0,90,52,0,64,61,0,76,45,1,63,51,1,64,58,1,73,61,3,76,63,0,86,83,2,102
기타/불명,08시-10시,"1,238",22,"1,590",46,1,68,68,1,89,101,1,127,103,2,127,97,0,122,119,4,158,111,4,136,96,2,120,125,5,150,149,1,198,102,1,135,121,0,160
기타/불명,10시-12시,"1,379",15,"1,817",90,0,122,80,0,106,121,2,144,101,1,142,115,1,141,146,0,200,114,1,152,109,1,157,139,0,177,139,5,195,121,3,150,104,1,131
기타/불명,12시-14시,"1,558",20,"2,118",75,0,97,82,2,104,116,2,158,147,2,192,133,1,185,139,2,197,158,1,214,147,2,201,145,1,198,161,3,216,140,3,193,115,1,163
기타/불명,14시-16시,"1,745",19,"2,306",109,2,150,116,0,150,129,1,168,149,0,187,184,4,233,142,1,188,161,1,211,177,1,259,148,3,188,149,3,208,153,2,188,128,1,176
기타/불명,16시-18시,"1,918",17,"2,625",101,0,131,112,1,162,137,1,183,170,1,243,173,3,243,185,2,245,182,1,243,172,0,216,177,4,248,192,2,258,178,1,258,139,1,195
기타/불명,18시-20시,"1,798",20,"2,462",126,1,168,103,1,131,130,2,167,139,2,192,131,1,161,170,2,234,153,2,240,151,0,207,173,2,246,172,2,246,179,3,238,171,2,232
기타/불명,20시-22시,"1,184",13,"1,553",95,2,120,72,0,92,94,0,129,106,2,133,102,0,123,100,0,148,123,0,178,115,2,144,104,1,129,87,1,127,93,3,108,93,2,122
기타/불명,22시-24시,746,8,996,37,1,58,56,1,74,63,1,76,48,0,67,72,0,103,75,0,118,70,1,89,64,1,85,71,2,89,78,1,102,57,0,71,55,0,64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
