법규위반_대,법규위반_소,주야,합계,합계,합계,202101,202101,202101,202102,202102,202102,202103,202103,202103,202104,202104,202104,202105,202105,202105,202106,202106,202106,202107,202107,202107,202108,202108,202108,202109,202109,202109,202110,202110,202110,202111,202111,202111,202112,202112,202112
법규위반_대,법규위반_소,주야,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수,사고건수,사망자수,부상자수
운전자법규위반,안전운전불이행,주,"68,694","1,052","95,369","4,754",72,"6,633","4,579",66,"6,492","5,550",83,"7,649","6,049",80,"8,313","6,009",100,"8,373","6,198",82,"8,663","6,152",90,"8,562","5,607",80,"7,902","5,942",96,"8,297","6,201",109,"8,571","6,083",99,"8,350","5,570",95,"7,564"
운전자법규위반,안전운전불이행,야,"43,072",877,"59,460","3,431",62,"4,712","3,233",66,"4,582","3,622",55,"5,067","3,545",58,"5,052","3,619",69,"4,910","3,501",62,"4,762","3,707",83,"5,114","3,379",78,"4,581","3,454",76,"4,629","3,987",102,"5,587","3,854",82,"5,351","3,740",84,"5,113"
운전자법규위반,교차로운행방법위반,주,"8,323",31,"12,702",604,2,922,608,1,913,698,1,"1,077",731,3,"1,130",732,3,"1,171",771,1,"1,179",716,5,"1,063",724,3,"1,098",666,0,"1,045",648,5,979,741,6,"1,110",684,1,"1,015"
운전자법규위반,교차로운행방법위반,야,"3,895",8,"5,882",313,0,447,283,0,434,330,1,543,362,1,550,298,0,450,307,2,497,377,0,538,315,0,471,276,1,390,324,1,506,371,0,577,339,2,479
운전자법규위반,보행자보호의무위반,주,"4,096",76,"4,220",307,9,311,284,4,291,309,7,313,393,4,409,327,6,336,341,6,347,304,8,329,324,10,327,340,7,345,367,6,381,404,3,424,396,6,407
운전자법규위반,보행자보호의무위반,야,"2,498",35,"2,665",217,1,230,190,3,201,212,4,220,195,0,219,207,1,228,203,3,218,174,3,183,160,1,172,236,4,248,221,5,233,245,4,264,238,6,249
운전자법규위반,차로위반(진로변경),주,"2,123",6,"3,202",174,1,264,165,0,225,196,0,315,181,2,270,172,0,266,199,0,294,179,0,272,178,1,247,174,0,301,172,2,269,168,0,241,165,0,238
운전자법규위반,차로위반(진로변경),야,"1,096",2,"1,617",86,0,132,93,0,138,109,0,149,83,0,132,87,2,129,76,0,127,115,0,178,72,0,99,90,0,128,105,0,149,94,0,139,86,0,117
운전자법규위반,직진우회전진행방해,주,"4,498",11,"7,269",322,0,496,317,0,505,362,0,589,376,1,635,388,1,651,380,4,646,462,0,731,376,1,603,400,0,644,400,0,675,360,2,559,355,2,535
운전자법규위반,직진우회전진행방해,야,"1,824",1,"2,829",119,0,186,148,0,231,125,0,206,186,0,292,157,0,235,153,0,240,189,0,293,144,0,220,141,1,199,146,0,225,169,0,268,147,0,234
운전자법규위반,철길건널목통과방법,야,3,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,2,0,2,-,-,-,-,-,-,-,-,-,-,-,-
운전자법규위반,긴급차피양의무위반,주,2,0,5,-,-,-,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,3
운전자법규위반,기타,주,"3,085",46,"3,576",176,4,204,214,4,256,271,6,315,245,0,290,304,6,335,312,5,364,286,2,335,249,2,305,285,4,315,255,5,286,270,5,329,218,3,242
운전자법규위반,기타,야,"1,656",18,"1,973",108,0,128,92,0,107,127,0,148,158,3,175,146,3,179,155,2,189,144,0,166,140,2,174,155,1,185,165,3,212,149,3,179,117,1,131
정비불량,정비불량,주,7,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,3,1,3,-,-,-,-,-,-,1,0,1,2,0,7,-,-,-
정비불량,정비불량,야,4,0,6,-,-,-,-,-,-,1,0,1,1,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,-,-,-,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
