도로형태,시간대,사고수,월,유형
교차로횡단보도내,06시-08시,2,03,사망자수
교차로횡단보도내,08시-10시,0,03,사망자수
교차로횡단보도내,10시-12시,2,03,사망자수
교차로횡단보도내,12시-14시,2,03,사망자수
교차로횡단보도내,14시-16시,2,03,사망자수
교차로횡단보도내,16시-18시,1,03,사망자수
교차로횡단보도내,18시-20시,1,03,사망자수
교차로횡단보도내,20시-22시,0,03,사망자수
교차로횡단보도내,22시-24시,1,03,사망자수
교차로부근,00시-02시,1,03,사망자수
교차로부근,02시-04시,0,03,사망자수
교차로부근,04시-06시,0,03,사망자수
교차로부근,06시-08시,4,03,사망자수
교차로부근,08시-10시,0,03,사망자수
교차로부근,10시-12시,3,03,사망자수
교차로부근,12시-14시,3,03,사망자수
교차로부근,14시-16시,5,03,사망자수
교차로부근,16시-18시,2,03,사망자수
교차로부근,18시-20시,1,03,사망자수
교차로부근,20시-22시,2,03,사망자수
교차로부근,22시-24시,0,03,사망자수
터널안,00시-02시,5,03,부상자수
터널안,02시-04시,2,03,부상자수
터널안,04시-06시,3,03,부상자수
터널안,06시-08시,9,03,부상자수
터널안,08시-10시,16,03,부상자수
터널안,10시-12시,16,03,부상자수
터널안,12시-14시,10,03,부상자수
터널안,14시-16시,13,03,부상자수
터널안,16시-18시,20,03,부상자수
터널안,18시-20시,19,03,부상자수
터널안,20시-22시,3,03,부상자수
터널안,22시-24시,8,03,부상자수
교량위,00시-02시,6,03,부상자수
교량위,02시-04시,4,03,부상자수
교량위,04시-06시,5,03,부상자수
교량위,06시-08시,9,03,부상자수
교량위,08시-10시,23,03,부상자수
교량위,10시-12시,15,03,부상자수
교량위,12시-14시,10,03,부상자수
교량위,14시-16시,23,03,부상자수
교량위,16시-18시,25,03,부상자수
교량위,18시-20시,46,03,부상자수
교량위,20시-22시,24,03,부상자수
교량위,22시-24시,20,03,부상자수
고가도로위,00시-02시,2,03,부상자수
고가도로위,02시-04시,0,03,부상자수
고가도로위,04시-06시,0,03,부상자수
고가도로위,06시-08시,15,03,부상자수
고가도로위,08시-10시,5,03,부상자수
고가도로위,10시-12시,9,03,부상자수
고가도로위,12시-14시,5,03,부상자수
고가도로위,14시-16시,9,03,부상자수
고가도로위,16시-18시,16,03,부상자수
고가도로위,18시-20시,11,03,부상자수
고가도로위,20시-22시,6,03,부상자수
고가도로위,22시-24시,4,03,부상자수
지하차도(도로)내,00시-02시,15,03,부상자수
지하차도(도로)내,02시-04시,4,03,부상자수
지하차도(도로)내,04시-06시,7,03,부상자수
지하차도(도로)내,06시-08시,8,03,부상자수
지하차도(도로)내,08시-10시,30,03,부상자수
지하차도(도로)내,10시-12시,26,03,부상자수
지하차도(도로)내,12시-14시,20,03,부상자수
지하차도(도로)내,14시-16시,48,03,부상자수
지하차도(도로)내,16시-18시,23,03,부상자수
지하차도(도로)내,18시-20시,31,03,부상자수
지하차도(도로)내,20시-22시,27,03,부상자수
지하차도(도로)내,22시-24시,38,03,부상자수
교차로내,00시-02시,269,03,부상자수
교차로내,02시-04시,117,03,부상자수
교차로내,04시-06시,176,03,부상자수
교차로내,06시-08시,427,03,부상자수
교차로내,08시-10시,723,03,부상자수
교차로내,10시-12시,761,03,부상자수
교차로내,12시-14시,855,03,부상자수
교차로내,14시-16시,931,03,부상자수
교차로내,16시-18시,994,03,부상자수
교차로내,18시-20시,1016,03,부상자수
교차로내,20시-22시,763,03,부상자수
교차로내,22시-24시,511,03,부상자수
교차로횡단보도내,00시-02시,17,03,부상자수
교차로횡단보도내,02시-04시,9,03,부상자수
교차로횡단보도내,04시-06시,11,03,부상자수
교차로횡단보도내,06시-08시,37,03,부상자수
교차로횡단보도내,08시-10시,60,03,부상자수
교차로횡단보도내,10시-12시,55,03,부상자수
교차로횡단보도내,12시-14시,64,03,부상자수
교차로횡단보도내,14시-16시,55,03,부상자수
교차로횡단보도내,16시-18시,79,03,부상자수
교차로횡단보도내,18시-20시,113,03,부상자수
교차로횡단보도내,20시-22시,64,03,부상자수
교차로횡단보도내,22시-24시,57,03,부상자수
교차로부근,00시-02시,120,03,부상자수
교차로부근,02시-04시,60,03,부상자수
교차로부근,04시-06시,73,03,부상자수
교차로부근,06시-08시,183,03,부상자수
교차로부근,08시-10시,362,03,부상자수
교차로부근,10시-12시,309,03,부상자수
교차로부근,12시-14시,455,03,부상자수
교차로부근,14시-16시,472,03,부상자수
교차로부근,16시-18시,446,03,부상자수
교차로부근,18시-20시,541,03,부상자수
교차로부근,20시-22시,444,03,부상자수
교차로부근,22시-24시,379,03,부상자수
터널안,00시-02시,0,04,사고건수
터널안,02시-04시,2,04,사고건수
터널안,04시-06시,0,04,사고건수
터널안,06시-08시,4,04,사고건수
터널안,08시-10시,5,04,사고건수
터널안,10시-12시,10,04,사고건수
터널안,12시-14시,6,04,사고건수
터널안,14시-16시,9,04,사고건수
터널안,16시-18시,9,04,사고건수
터널안,18시-20시,12,04,사고건수
터널안,20시-22시,6,04,사고건수
터널안,22시-24시,3,04,사고건수
교량위,00시-02시,4,04,사고건수
교량위,02시-04시,2,04,사고건수
교량위,04시-06시,3,04,사고건수
교량위,06시-08시,8,04,사고건수
교량위,08시-10시,13,04,사고건수
교량위,10시-12시,12,04,사고건수
교량위,12시-14시,17,04,사고건수
교량위,14시-16시,13,04,사고건수
교량위,16시-18시,18,04,사고건수
교량위,18시-20시,16,04,사고건수
교량위,20시-22시,11,04,사고건수
교량위,22시-24시,9,04,사고건수
고가도로위,00시-02시,4,04,사고건수
고가도로위,02시-04시,1,04,사고건수
고가도로위,04시-06시,1,04,사고건수
고가도로위,06시-08시,5,04,사고건수
고가도로위,08시-10시,11,04,사고건수
고가도로위,10시-12시,3,04,사고건수
고가도로위,12시-14시,3,04,사고건수
고가도로위,14시-16시,9,04,사고건수
고가도로위,16시-18시,10,04,사고건수
고가도로위,18시-20시,7,04,사고건수
고가도로위,20시-22시,3,04,사고건수
고가도로위,22시-24시,10,04,사고건수
지하차도(도로)내,00시-02시,6,04,사고건수
지하차도(도로)내,02시-04시,4,04,사고건수
지하차도(도로)내,04시-06시,5,04,사고건수
지하차도(도로)내,06시-08시,17,04,사고건수
지하차도(도로)내,08시-10시,16,04,사고건수
지하차도(도로)내,10시-12시,18,04,사고건수
지하차도(도로)내,12시-14시,24,04,사고건수
지하차도(도로)내,14시-16시,28,04,사고건수
지하차도(도로)내,16시-18시,38,04,사고건수
지하차도(도로)내,18시-20시,19,04,사고건수
지하차도(도로)내,20시-22시,16,04,사고건수
지하차도(도로)내,22시-24시,9,04,사고건수
교차로내,00시-02시,172,04,사고건수
교차로내,02시-04시,71,04,사고건수
교차로내,04시-06시,120,04,사고건수
교차로내,06시-08시,318,04,사고건수
교차로내,08시-10시,610,04,사고건수
교차로내,10시-12시,553,04,사고건수
교차로내,12시-14시,632,04,사고건수
교차로내,14시-16시,593,04,사고건수
교차로내,16시-18시,709,04,사고건수
교차로내,18시-20시,778,04,사고건수
교차로내,20시-22시,568,04,사고건수
교차로내,22시-24시,382,04,사고건수
교차로횡단보도내,00시-02시,22,04,사고건수
교차로횡단보도내,02시-04시,6,04,사고건수
교차로횡단보도내,04시-06시,9,04,사고건수
교차로횡단보도내,06시-08시,32,04,사고건수
교차로횡단보도내,08시-10시,75,04,사고건수
교차로횡단보도내,10시-12시,65,04,사고건수
교차로횡단보도내,12시-14시,68,04,사고건수
교차로횡단보도내,14시-16시,68,04,사고건수
교차로횡단보도내,16시-18시,82,04,사고건수
교차로횡단보도내,18시-20시,81,04,사고건수
교차로횡단보도내,20시-22시,64,04,사고건수
교차로횡단보도내,22시-24시,43,04,사고건수
교차로부근,00시-02시,81,04,사고건수
교차로부근,02시-04시,31,04,사고건수
교차로부근,04시-06시,48,04,사고건수
교차로부근,06시-08시,137,04,사고건수
교차로부근,08시-10시,253,04,사고건수
교차로부근,10시-12시,239,04,사고건수
교차로부근,12시-14시,310,04,사고건수
교차로부근,14시-16시,320,04,사고건수
교차로부근,16시-18시,338,04,사고건수
교차로부근,18시-20시,392,04,사고건수
교차로부근,20시-22시,280,04,사고건수
교차로부근,22시-24시,220,04,사고건수
터널안,00시-02시,0,04,사망자수
터널안,02시-04시,0,04,사망자수
터널안,04시-06시,0,04,사망자수
터널안,06시-08시,1,04,사망자수
터널안,08시-10시,0,04,사망자수
터널안,10시-12시,0,04,사망자수
터널안,12시-14시,0,04,사망자수
터널안,14시-16시,0,04,사망자수
터널안,16시-18시,0,04,사망자수
터널안,18시-20시,0,04,사망자수
터널안,20시-22시,0,04,사망자수
터널안,22시-24시,0,04,사망자수
교량위,00시-02시,1,04,사망자수
교량위,02시-04시,0,04,사망자수
교량위,04시-06시,0,04,사망자수
교량위,06시-08시,0,04,사망자수
교량위,08시-10시,0,04,사망자수
교량위,10시-12시,0,04,사망자수
교량위,12시-14시,0,04,사망자수
교량위,14시-16시,1,04,사망자수
교량위,16시-18시,0,04,사망자수
교량위,18시-20시,0,04,사망자수
교량위,20시-22시,0,04,사망자수
교량위,22시-24시,0,04,사망자수
고가도로위,00시-02시,0,04,사망자수
고가도로위,02시-04시,0,04,사망자수
고가도로위,04시-06시,0,04,사망자수
고가도로위,06시-08시,0,04,사망자수
고가도로위,08시-10시,0,04,사망자수
고가도로위,10시-12시,0,04,사망자수
고가도로위,12시-14시,0,04,사망자수
고가도로위,14시-16시,0,04,사망자수
고가도로위,16시-18시,0,04,사망자수
고가도로위,18시-20시,0,04,사망자수
고가도로위,20시-22시,0,04,사망자수
고가도로위,22시-24시,0,04,사망자수
지하차도(도로)내,00시-02시,0,04,사망자수
지하차도(도로)내,02시-04시,0,04,사망자수
지하차도(도로)내,04시-06시,0,04,사망자수
지하차도(도로)내,06시-08시,0,04,사망자수
지하차도(도로)내,08시-10시,0,04,사망자수
지하차도(도로)내,10시-12시,1,04,사망자수
지하차도(도로)내,12시-14시,0,04,사망자수
지하차도(도로)내,14시-16시,0,04,사망자수
지하차도(도로)내,16시-18시,1,04,사망자수
지하차도(도로)내,18시-20시,0,04,사망자수
지하차도(도로)내,20시-22시,1,04,사망자수
지하차도(도로)내,22시-24시,0,04,사망자수
교차로내,00시-02시,8,04,사망자수
교차로내,02시-04시,0,04,사망자수
교차로내,04시-06시,3,04,사망자수
교차로내,06시-08시,1,04,사망자수
교차로내,08시-10시,4,04,사망자수
교차로내,10시-12시,5,04,사망자수
교차로내,12시-14시,3,04,사망자수
교차로내,14시-16시,5,04,사망자수
교차로내,16시-18시,7,04,사망자수
교차로내,18시-20시,6,04,사망자수
교차로내,20시-22시,7,04,사망자수
교차로내,22시-24시,0,04,사망자수
교차로횡단보도내,00시-02시,0,04,사망자수
교차로횡단보도내,02시-04시,1,04,사망자수
교차로횡단보도내,04시-06시,0,04,사망자수
교차로횡단보도내,06시-08시,0,04,사망자수
교차로횡단보도내,08시-10시,2,04,사망자수
교차로횡단보도내,10시-12시,1,04,사망자수
교차로횡단보도내,12시-14시,1,04,사망자수
교차로횡단보도내,14시-16시,1,04,사망자수
교차로횡단보도내,16시-18시,0,04,사망자수
교차로횡단보도내,18시-20시,0,04,사망자수
교차로횡단보도내,20시-22시,1,04,사망자수
교차로횡단보도내,22시-24시,1,04,사망자수
교차로부근,00시-02시,0,04,사망자수
교차로부근,02시-04시,0,04,사망자수
교차로부근,04시-06시,1,04,사망자수
교차로부근,06시-08시,1,04,사망자수
교차로부근,08시-10시,3,04,사망자수
교차로부근,10시-12시,0,04,사망자수
교차로부근,12시-14시,2,04,사망자수
교차로부근,14시-16시,2,04,사망자수
교차로부근,16시-18시,1,04,사망자수
교차로부근,18시-20시,4,04,사망자수
교차로부근,20시-22시,2,04,사망자수
교차로부근,22시-24시,1,04,사망자수
터널안,00시-02시,0,04,부상자수
터널안,02시-04시,3,04,부상자수
터널안,04시-06시,0,04,부상자수
터널안,06시-08시,3,04,부상자수
터널안,08시-10시,9,04,부상자수
터널안,10시-12시,23,04,부상자수
터널안,12시-14시,9,04,부상자수
터널안,14시-16시,22,04,부상자수
터널안,16시-18시,16,04,부상자수
터널안,18시-20시,27,04,부상자수
터널안,20시-22시,9,04,부상자수
터널안,22시-24시,5,04,부상자수
교량위,00시-02시,7,04,부상자수
교량위,02시-04시,3,04,부상자수
교량위,04시-06시,3,04,부상자수
교량위,06시-08시,13,04,부상자수
교량위,08시-10시,15,04,부상자수
교량위,10시-12시,20,04,부상자수
교량위,12시-14시,34,04,부상자수
교량위,14시-16시,35,04,부상자수
교량위,16시-18시,24,04,부상자수
교량위,18시-20시,27,04,부상자수
교량위,20시-22시,17,04,부상자수
교량위,22시-24시,21,04,부상자수
고가도로위,00시-02시,5,04,부상자수
고가도로위,02시-04시,1,04,부상자수
고가도로위,04시-06시,1,04,부상자수
고가도로위,06시-08시,8,04,부상자수
고가도로위,08시-10시,20,04,부상자수
고가도로위,10시-12시,7,04,부상자수
고가도로위,12시-14시,3,04,부상자수
고가도로위,14시-16시,13,04,부상자수
고가도로위,16시-18시,16,04,부상자수
고가도로위,18시-20시,11,04,부상자수
고가도로위,20시-22시,7,04,부상자수
고가도로위,22시-24시,15,04,부상자수
지하차도(도로)내,00시-02시,6,04,부상자수
지하차도(도로)내,02시-04시,4,04,부상자수
지하차도(도로)내,04시-06시,11,04,부상자수
지하차도(도로)내,06시-08시,33,04,부상자수
지하차도(도로)내,08시-10시,30,04,부상자수
지하차도(도로)내,10시-12시,25,04,부상자수
지하차도(도로)내,12시-14시,44,04,부상자수
지하차도(도로)내,14시-16시,41,04,부상자수
지하차도(도로)내,16시-18시,65,04,부상자수
지하차도(도로)내,18시-20시,29,04,부상자수
지하차도(도로)내,20시-22시,21,04,부상자수
지하차도(도로)내,22시-24시,15,04,부상자수
교차로내,00시-02시,270,04,부상자수
교차로내,02시-04시,124,04,부상자수
교차로내,04시-06시,175,04,부상자수
교차로내,06시-08시,446,04,부상자수
교차로내,08시-10시,921,04,부상자수
교차로내,10시-12시,793,04,부상자수
교차로내,12시-14시,960,04,부상자수
교차로내,14시-16시,845,04,부상자수
교차로내,16시-18시,1080,04,부상자수
교차로내,18시-20시,1139,04,부상자수
교차로내,20시-22시,818,04,부상자수
교차로내,22시-24시,604,04,부상자수
교차로횡단보도내,00시-02시,29,04,부상자수
교차로횡단보도내,02시-04시,6,04,부상자수
교차로횡단보도내,04시-06시,12,04,부상자수
교차로횡단보도내,06시-08시,33,04,부상자수
교차로횡단보도내,08시-10시,78,04,부상자수
교차로횡단보도내,10시-12시,68,04,부상자수
교차로횡단보도내,12시-14시,78,04,부상자수
교차로횡단보도내,14시-16시,76,04,부상자수
교차로횡단보도내,16시-18시,89,04,부상자수
교차로횡단보도내,18시-20시,93,04,부상자수
교차로횡단보도내,20시-22시,73,04,부상자수
교차로횡단보도내,22시-24시,53,04,부상자수
교차로부근,00시-02시,133,04,부상자수
교차로부근,02시-04시,47,04,부상자수
교차로부근,04시-06시,67,04,부상자수
교차로부근,06시-08시,185,04,부상자수
교차로부근,08시-10시,347,04,부상자수
교차로부근,10시-12시,343,04,부상자수
교차로부근,12시-14시,464,04,부상자수
교차로부근,14시-16시,489,04,부상자수
교차로부근,16시-18시,529,04,부상자수
교차로부근,18시-20시,607,04,부상자수
교차로부근,20시-22시,414,04,부상자수
교차로부근,22시-24시,344,04,부상자수
터널안,00시-02시,1,05,사고건수
터널안,02시-04시,3,05,사고건수
터널안,04시-06시,3,05,사고건수
터널안,06시-08시,5,05,사고건수
터널안,08시-10시,6,05,사고건수
터널안,10시-12시,3,05,사고건수
터널안,12시-14시,8,05,사고건수
터널안,14시-16시,14,05,사고건수
터널안,16시-18시,7,05,사고건수
터널안,18시-20시,17,05,사고건수
터널안,20시-22시,3,05,사고건수
터널안,22시-24시,4,05,사고건수
교량위,00시-02시,8,05,사고건수
교량위,02시-04시,3,05,사고건수
교량위,04시-06시,6,05,사고건수
교량위,06시-08시,11,05,사고건수
교량위,08시-10시,8,05,사고건수
교량위,10시-12시,17,05,사고건수
교량위,12시-14시,9,05,사고건수
교량위,14시-16시,21,05,사고건수
교량위,16시-18시,12,05,사고건수
교량위,18시-20시,20,05,사고건수
교량위,20시-22시,11,05,사고건수
교량위,22시-24시,8,05,사고건수
고가도로위,00시-02시,0,05,사고건수
고가도로위,02시-04시,2,05,사고건수
고가도로위,04시-06시,3,05,사고건수
고가도로위,06시-08시,6,05,사고건수
고가도로위,08시-10시,9,05,사고건수
고가도로위,10시-12시,2,05,사고건수
고가도로위,12시-14시,7,05,사고건수
고가도로위,14시-16시,5,05,사고건수
고가도로위,16시-18시,4,05,사고건수
고가도로위,18시-20시,7,05,사고건수
고가도로위,20시-22시,4,05,사고건수
고가도로위,22시-24시,5,05,사고건수
지하차도(도로)내,00시-02시,6,05,사고건수
지하차도(도로)내,02시-04시,4,05,사고건수
지하차도(도로)내,04시-06시,0,05,사고건수
지하차도(도로)내,06시-08시,6,05,사고건수
지하차도(도로)내,08시-10시,18,05,사고건수
지하차도(도로)내,10시-12시,15,05,사고건수
지하차도(도로)내,12시-14시,18,05,사고건수
지하차도(도로)내,14시-16시,31,05,사고건수
지하차도(도로)내,16시-18시,35,05,사고건수
지하차도(도로)내,18시-20시,28,05,사고건수
지하차도(도로)내,20시-22시,17,05,사고건수
지하차도(도로)내,22시-24시,8,05,사고건수
교차로내,00시-02시,174,05,사고건수
교차로내,02시-04시,98,05,사고건수
교차로내,04시-06시,100,05,사고건수
교차로내,06시-08시,292,05,사고건수
교차로내,08시-10시,546,05,사고건수
교차로내,10시-12시,494,05,사고건수
교차로내,12시-14시,664,05,사고건수
교차로내,14시-16시,621,05,사고건수
교차로내,16시-18시,700,05,사고건수
교차로내,18시-20시,661,05,사고건수
교차로내,20시-22시,540,05,사고건수
교차로내,22시-24시,340,05,사고건수
교차로횡단보도내,00시-02시,14,05,사고건수
교차로횡단보도내,02시-04시,8,05,사고건수
교차로횡단보도내,04시-06시,7,05,사고건수
교차로횡단보도내,06시-08시,25,05,사고건수
교차로횡단보도내,08시-10시,53,05,사고건수
교차로횡단보도내,10시-12시,64,05,사고건수
교차로횡단보도내,12시-14시,60,05,사고건수
교차로횡단보도내,14시-16시,75,05,사고건수
교차로횡단보도내,16시-18시,68,05,사고건수
교차로횡단보도내,18시-20시,76,05,사고건수
교차로횡단보도내,20시-22시,72,05,사고건수
교차로횡단보도내,22시-24시,40,05,사고건수
교차로부근,00시-02시,88,05,사고건수
교차로부근,02시-04시,45,05,사고건수
교차로부근,04시-06시,48,05,사고건수
교차로부근,06시-08시,105,05,사고건수
교차로부근,08시-10시,217,05,사고건수
교차로부근,10시-12시,236,05,사고건수
교차로부근,12시-14시,308,05,사고건수
교차로부근,14시-16시,322,05,사고건수
교차로부근,16시-18시,349,05,사고건수
교차로부근,18시-20시,309,05,사고건수
교차로부근,20시-22시,295,05,사고건수
교차로부근,22시-24시,235,05,사고건수
터널안,00시-02시,0,05,사망자수
터널안,02시-04시,0,05,사망자수
터널안,04시-06시,0,05,사망자수
터널안,06시-08시,0,05,사망자수
터널안,08시-10시,0,05,사망자수
터널안,10시-12시,0,05,사망자수
터널안,12시-14시,1,05,사망자수
터널안,14시-16시,0,05,사망자수
터널안,16시-18시,0,05,사망자수
터널안,18시-20시,0,05,사망자수
터널안,20시-22시,0,05,사망자수
터널안,22시-24시,0,05,사망자수
교량위,00시-02시,0,05,사망자수
교량위,02시-04시,0,05,사망자수
교량위,04시-06시,1,05,사망자수
교량위,06시-08시,0,05,사망자수
교량위,08시-10시,0,05,사망자수
교량위,10시-12시,0,05,사망자수
교량위,12시-14시,0,05,사망자수
교량위,14시-16시,0,05,사망자수
교량위,16시-18시,0,05,사망자수
교량위,18시-20시,0,05,사망자수
교량위,20시-22시,0,05,사망자수
교량위,22시-24시,0,05,사망자수
고가도로위,00시-02시,0,05,사망자수
고가도로위,02시-04시,0,05,사망자수
고가도로위,04시-06시,0,05,사망자수
고가도로위,06시-08시,0,05,사망자수
고가도로위,08시-10시,1,05,사망자수
고가도로위,10시-12시,0,05,사망자수
고가도로위,12시-14시,1,05,사망자수
고가도로위,14시-16시,0,05,사망자수
고가도로위,16시-18시,0,05,사망자수
고가도로위,18시-20시,0,05,사망자수
고가도로위,20시-22시,0,05,사망자수
고가도로위,22시-24시,0,05,사망자수
지하차도(도로)내,00시-02시,1,05,사망자수
지하차도(도로)내,02시-04시,0,05,사망자수
지하차도(도로)내,04시-06시,0,05,사망자수
지하차도(도로)내,06시-08시,0,05,사망자수
지하차도(도로)내,08시-10시,0,05,사망자수
지하차도(도로)내,10시-12시,0,05,사망자수
지하차도(도로)내,12시-14시,2,05,사망자수
지하차도(도로)내,14시-16시,1,05,사망자수
지하차도(도로)내,16시-18시,2,05,사망자수
지하차도(도로)내,18시-20시,0,05,사망자수
지하차도(도로)내,20시-22시,0,05,사망자수
지하차도(도로)내,22시-24시,0,05,사망자수
교차로내,00시-02시,3,05,사망자수
교차로내,02시-04시,2,05,사망자수
교차로내,04시-06시,0,05,사망자수
교차로내,06시-08시,6,05,사망자수
교차로내,08시-10시,7,05,사망자수
교차로내,10시-12시,6,05,사망자수
교차로내,12시-14시,11,05,사망자수
교차로내,14시-16시,7,05,사망자수
교차로내,16시-18시,5,05,사망자수
교차로내,18시-20시,5,05,사망자수
교차로내,20시-22시,5,05,사망자수
교차로내,22시-24시,3,05,사망자수
교차로횡단보도내,00시-02시,0,05,사망자수
교차로횡단보도내,02시-04시,1,05,사망자수
교차로횡단보도내,04시-06시,2,05,사망자수
교차로횡단보도내,06시-08시,0,05,사망자수
교차로횡단보도내,08시-10시,1,05,사망자수
교차로횡단보도내,10시-12시,1,05,사망자수
교차로횡단보도내,12시-14시,1,05,사망자수
교차로횡단보도내,14시-16시,1,05,사망자수
교차로횡단보도내,16시-18시,0,05,사망자수
교차로횡단보도내,18시-20시,0,05,사망자수
교차로횡단보도내,20시-22시,1,05,사망자수
교차로횡단보도내,22시-24시,0,05,사망자수
교차로부근,00시-02시,2,05,사망자수
교차로부근,02시-04시,0,05,사망자수
교차로부근,04시-06시,2,05,사망자수
교차로부근,06시-08시,2,05,사망자수
교차로부근,08시-10시,3,05,사망자수
교차로부근,10시-12시,3,05,사망자수
교차로부근,12시-14시,3,05,사망자수
교차로부근,14시-16시,3,05,사망자수
교차로부근,16시-18시,2,05,사망자수
교차로부근,18시-20시,1,05,사망자수
교차로부근,20시-22시,2,05,사망자수
교차로부근,22시-24시,2,05,사망자수
터널안,00시-02시,2,05,부상자수
터널안,02시-04시,3,05,부상자수
터널안,04시-06시,3,05,부상자수
터널안,06시-08시,8,05,부상자수
터널안,08시-10시,12,05,부상자수
터널안,10시-12시,6,05,부상자수
터널안,12시-14시,13,05,부상자수
터널안,14시-16시,40,05,부상자수
터널안,16시-18시,15,05,부상자수
터널안,18시-20시,43,05,부상자수
터널안,20시-22시,7,05,부상자수
터널안,22시-24시,8,05,부상자수
교량위,00시-02시,10,05,부상자수
교량위,02시-04시,4,05,부상자수
교량위,04시-06시,6,05,부상자수
교량위,06시-08시,14,05,부상자수
교량위,08시-10시,11,05,부상자수
교량위,10시-12시,38,05,부상자수
교량위,12시-14시,16,05,부상자수
교량위,14시-16시,40,05,부상자수
교량위,16시-18시,18,05,부상자수
교량위,18시-20시,37,05,부상자수
교량위,20시-22시,18,05,부상자수
교량위,22시-24시,12,05,부상자수
고가도로위,00시-02시,0,05,부상자수
고가도로위,02시-04시,6,05,부상자수
고가도로위,04시-06시,6,05,부상자수
고가도로위,06시-08시,11,05,부상자수
고가도로위,08시-10시,13,05,부상자수
고가도로위,10시-12시,6,05,부상자수
고가도로위,12시-14시,7,05,부상자수
고가도로위,14시-16시,10,05,부상자수
고가도로위,16시-18시,4,05,부상자수
고가도로위,18시-20시,9,05,부상자수
고가도로위,20시-22시,7,05,부상자수
고가도로위,22시-24시,8,05,부상자수
지하차도(도로)내,00시-02시,5,05,부상자수
지하차도(도로)내,02시-04시,5,05,부상자수
지하차도(도로)내,04시-06시,0,05,부상자수
지하차도(도로)내,06시-08시,6,05,부상자수
지하차도(도로)내,08시-10시,24,05,부상자수
지하차도(도로)내,10시-12시,24,05,부상자수
지하차도(도로)내,12시-14시,27,05,부상자수
지하차도(도로)내,14시-16시,42,05,부상자수
지하차도(도로)내,16시-18시,59,05,부상자수
지하차도(도로)내,18시-20시,44,05,부상자수
지하차도(도로)내,20시-22시,22,05,부상자수
지하차도(도로)내,22시-24시,12,05,부상자수
교차로내,00시-02시,297,05,부상자수
교차로내,02시-04시,164,05,부상자수
교차로내,04시-06시,146,05,부상자수
교차로내,06시-08시,446,05,부상자수
교차로내,08시-10시,809,05,부상자수
교차로내,10시-12시,717,05,부상자수
교차로내,12시-14시,1024,05,부상자수
교차로내,14시-16시,943,05,부상자수
교차로내,16시-18시,1053,05,부상자수
교차로내,18시-20시,969,05,부상자수
교차로내,20시-22시,767,05,부상자수
교차로내,22시-24시,526,05,부상자수
교차로횡단보도내,00시-02시,17,05,부상자수
교차로횡단보도내,02시-04시,8,05,부상자수
교차로횡단보도내,04시-06시,5,05,부상자수
교차로횡단보도내,06시-08시,27,05,부상자수
교차로횡단보도내,08시-10시,58,05,부상자수
교차로횡단보도내,10시-12시,70,05,부상자수
교차로횡단보도내,12시-14시,67,05,부상자수
교차로횡단보도내,14시-16시,89,05,부상자수
교차로횡단보도내,16시-18시,71,05,부상자수
교차로횡단보도내,18시-20시,82,05,부상자수
교차로횡단보도내,20시-22시,80,05,부상자수
교차로횡단보도내,22시-24시,47,05,부상자수
교차로부근,00시-02시,126,05,부상자수
교차로부근,02시-04시,68,05,부상자수
교차로부근,04시-06시,73,05,부상자수
교차로부근,06시-08시,148,05,부상자수
교차로부근,08시-10시,310,05,부상자수
교차로부근,10시-12시,323,05,부상자수
교차로부근,12시-14시,455,05,부상자수
교차로부근,14시-16시,476,05,부상자수
교차로부근,16시-18시,526,05,부상자수
교차로부근,18시-20시,424,05,부상자수
교차로부근,20시-22시,430,05,부상자수
교차로부근,22시-24시,354,05,부상자수
터널안,00시-02시,1,06,사고건수
터널안,02시-04시,1,06,사고건수
터널안,04시-06시,3,06,사고건수
터널안,06시-08시,4,06,사고건수
터널안,08시-10시,5,06,사고건수
터널안,10시-12시,4,06,사고건수
터널안,12시-14시,5,06,사고건수
터널안,14시-16시,17,06,사고건수
터널안,16시-18시,9,06,사고건수
터널안,18시-20시,9,06,사고건수
터널안,20시-22시,2,06,사고건수
터널안,22시-24시,4,06,사고건수
교량위,00시-02시,5,06,사고건수
교량위,02시-04시,2,06,사고건수
교량위,04시-06시,2,06,사고건수
교량위,06시-08시,7,06,사고건수
교량위,08시-10시,11,06,사고건수
교량위,10시-12시,11,06,사고건수
교량위,12시-14시,11,06,사고건수
교량위,14시-16시,8,06,사고건수
교량위,16시-18시,23,06,사고건수
교량위,18시-20시,11,06,사고건수
교량위,20시-22시,11,06,사고건수
교량위,22시-24시,9,06,사고건수
고가도로위,00시-02시,2,06,사고건수
고가도로위,02시-04시,1,06,사고건수
고가도로위,04시-06시,0,06,사고건수
고가도로위,06시-08시,2,06,사고건수
고가도로위,08시-10시,2,06,사고건수
고가도로위,10시-12시,8,06,사고건수
고가도로위,12시-14시,5,06,사고건수
고가도로위,14시-16시,6,06,사고건수
고가도로위,16시-18시,10,06,사고건수
고가도로위,18시-20시,10,06,사고건수
고가도로위,20시-22시,3,06,사고건수
고가도로위,22시-24시,5,06,사고건수
지하차도(도로)내,00시-02시,9,06,사고건수
지하차도(도로)내,02시-04시,6,06,사고건수
지하차도(도로)내,04시-06시,0,06,사고건수
지하차도(도로)내,06시-08시,12,06,사고건수
지하차도(도로)내,08시-10시,18,06,사고건수
지하차도(도로)내,10시-12시,16,06,사고건수
지하차도(도로)내,12시-14시,18,06,사고건수
