도로형태,시간대,사고수,월,유형
지하차도(도로)내,14시-16시,24,06,사고건수
지하차도(도로)내,16시-18시,23,06,사고건수
지하차도(도로)내,18시-20시,25,06,사고건수
지하차도(도로)내,20시-22시,18,06,사고건수
지하차도(도로)내,22시-24시,6,06,사고건수
교차로내,00시-02시,175,06,사고건수
교차로내,02시-04시,76,06,사고건수
교차로내,04시-06시,105,06,사고건수
교차로내,06시-08시,291,06,사고건수
교차로내,08시-10시,573,06,사고건수
교차로내,10시-12시,532,06,사고건수
교차로내,12시-14시,592,06,사고건수
교차로내,14시-16시,626,06,사고건수
교차로내,16시-18시,784,06,사고건수
교차로내,18시-20시,655,06,사고건수
교차로내,20시-22시,508,06,사고건수
교차로내,22시-24시,418,06,사고건수
교차로횡단보도내,00시-02시,16,06,사고건수
교차로횡단보도내,02시-04시,4,06,사고건수
교차로횡단보도내,04시-06시,13,06,사고건수
교차로횡단보도내,06시-08시,24,06,사고건수
교차로횡단보도내,08시-10시,60,06,사고건수
교차로횡단보도내,10시-12시,63,06,사고건수
교차로횡단보도내,12시-14시,50,06,사고건수
교차로횡단보도내,14시-16시,67,06,사고건수
교차로횡단보도내,16시-18시,83,06,사고건수
교차로횡단보도내,18시-20시,79,06,사고건수
교차로횡단보도내,20시-22시,69,06,사고건수
교차로횡단보도내,22시-24시,40,06,사고건수
교차로부근,00시-02시,91,06,사고건수
교차로부근,02시-04시,39,06,사고건수
교차로부근,04시-06시,31,06,사고건수
교차로부근,06시-08시,122,06,사고건수
교차로부근,08시-10시,274,06,사고건수
교차로부근,10시-12시,277,06,사고건수
교차로부근,12시-14시,291,06,사고건수
교차로부근,14시-16시,296,06,사고건수
교차로부근,16시-18시,360,06,사고건수
교차로부근,18시-20시,300,06,사고건수
교차로부근,20시-22시,263,06,사고건수
교차로부근,22시-24시,261,06,사고건수
터널안,00시-02시,0,06,사망자수
터널안,02시-04시,0,06,사망자수
터널안,04시-06시,0,06,사망자수
터널안,06시-08시,0,06,사망자수
터널안,08시-10시,0,06,사망자수
터널안,10시-12시,1,06,사망자수
터널안,12시-14시,0,06,사망자수
터널안,14시-16시,0,06,사망자수
터널안,16시-18시,0,06,사망자수
터널안,18시-20시,0,06,사망자수
터널안,20시-22시,0,06,사망자수
터널안,22시-24시,0,06,사망자수
교량위,00시-02시,0,06,사망자수
교량위,02시-04시,0,06,사망자수
교량위,04시-06시,0,06,사망자수
교량위,06시-08시,0,06,사망자수
교량위,08시-10시,1,06,사망자수
교량위,10시-12시,0,06,사망자수
교량위,12시-14시,2,06,사망자수
교량위,14시-16시,0,06,사망자수
교량위,16시-18시,0,06,사망자수
교량위,18시-20시,0,06,사망자수
교량위,20시-22시,0,06,사망자수
교량위,22시-24시,0,06,사망자수
고가도로위,00시-02시,0,06,사망자수
고가도로위,02시-04시,0,06,사망자수
고가도로위,04시-06시,0,06,사망자수
고가도로위,06시-08시,0,06,사망자수
고가도로위,08시-10시,0,06,사망자수
고가도로위,10시-12시,0,06,사망자수
고가도로위,12시-14시,0,06,사망자수
고가도로위,14시-16시,0,06,사망자수
고가도로위,16시-18시,0,06,사망자수
고가도로위,18시-20시,0,06,사망자수
고가도로위,20시-22시,0,06,사망자수
고가도로위,22시-24시,0,06,사망자수
지하차도(도로)내,00시-02시,2,06,사망자수
지하차도(도로)내,02시-04시,1,06,사망자수
지하차도(도로)내,04시-06시,0,06,사망자수
지하차도(도로)내,06시-08시,0,06,사망자수
지하차도(도로)내,08시-10시,0,06,사망자수
지하차도(도로)내,10시-12시,1,06,사망자수
지하차도(도로)내,12시-14시,1,06,사망자수
지하차도(도로)내,14시-16시,1,06,사망자수
지하차도(도로)내,16시-18시,0,06,사망자수
지하차도(도로)내,18시-20시,0,06,사망자수
지하차도(도로)내,20시-22시,1,06,사망자수
지하차도(도로)내,22시-24시,0,06,사망자수
교차로내,00시-02시,7,06,사망자수
교차로내,02시-04시,0,06,사망자수
교차로내,04시-06시,2,06,사망자수
교차로내,06시-08시,5,06,사망자수
교차로내,08시-10시,6,06,사망자수
교차로내,10시-12시,4,06,사망자수
교차로내,12시-14시,2,06,사망자수
교차로내,14시-16시,4,06,사망자수
교차로내,16시-18시,6,06,사망자수
교차로내,18시-20시,2,06,사망자수
교차로내,20시-22시,3,06,사망자수
교차로내,22시-24시,3,06,사망자수
교차로횡단보도내,00시-02시,2,06,사망자수
교차로횡단보도내,02시-04시,0,06,사망자수
교차로횡단보도내,04시-06시,1,06,사망자수
교차로횡단보도내,06시-08시,1,06,사망자수
교차로횡단보도내,08시-10시,2,06,사망자수
교차로횡단보도내,10시-12시,2,06,사망자수
교차로횡단보도내,12시-14시,1,06,사망자수
교차로횡단보도내,14시-16시,0,06,사망자수
교차로횡단보도내,16시-18시,1,06,사망자수
교차로횡단보도내,18시-20시,1,06,사망자수
교차로횡단보도내,20시-22시,1,06,사망자수
교차로횡단보도내,22시-24시,1,06,사망자수
교차로부근,00시-02시,2,06,사망자수
교차로부근,02시-04시,1,06,사망자수
교차로부근,04시-06시,6,06,사망자수
교차로부근,06시-08시,1,06,사망자수
교차로부근,08시-10시,2,06,사망자수
교차로부근,10시-12시,5,06,사망자수
교차로부근,12시-14시,0,06,사망자수
교차로부근,14시-16시,2,06,사망자수
교차로부근,16시-18시,0,06,사망자수
교차로부근,18시-20시,4,06,사망자수
교차로부근,20시-22시,1,06,사망자수
교차로부근,22시-24시,2,06,사망자수
터널안,00시-02시,1,06,부상자수
터널안,02시-04시,1,06,부상자수
터널안,04시-06시,3,06,부상자수
터널안,06시-08시,4,06,부상자수
터널안,08시-10시,5,06,부상자수
터널안,10시-12시,5,06,부상자수
터널안,12시-14시,15,06,부상자수
터널안,14시-16시,40,06,부상자수
터널안,16시-18시,34,06,부상자수
터널안,18시-20시,15,06,부상자수
터널안,20시-22시,2,06,부상자수
터널안,22시-24시,10,06,부상자수
교량위,00시-02시,5,06,부상자수
교량위,02시-04시,5,06,부상자수
교량위,04시-06시,2,06,부상자수
교량위,06시-08시,11,06,부상자수
교량위,08시-10시,18,06,부상자수
교량위,10시-12시,23,06,부상자수
교량위,12시-14시,22,06,부상자수
교량위,14시-16시,17,06,부상자수
교량위,16시-18시,40,06,부상자수
교량위,18시-20시,21,06,부상자수
교량위,20시-22시,14,06,부상자수
교량위,22시-24시,18,06,부상자수
고가도로위,00시-02시,3,06,부상자수
고가도로위,02시-04시,1,06,부상자수
고가도로위,04시-06시,0,06,부상자수
고가도로위,06시-08시,4,06,부상자수
고가도로위,08시-10시,4,06,부상자수
고가도로위,10시-12시,13,06,부상자수
고가도로위,12시-14시,7,06,부상자수
고가도로위,14시-16시,10,06,부상자수
고가도로위,16시-18시,15,06,부상자수
고가도로위,18시-20시,22,06,부상자수
고가도로위,20시-22시,4,06,부상자수
고가도로위,22시-24시,8,06,부상자수
지하차도(도로)내,00시-02시,9,06,부상자수
지하차도(도로)내,02시-04시,9,06,부상자수
지하차도(도로)내,04시-06시,0,06,부상자수
지하차도(도로)내,06시-08시,17,06,부상자수
지하차도(도로)내,08시-10시,23,06,부상자수
지하차도(도로)내,10시-12시,27,06,부상자수
지하차도(도로)내,12시-14시,18,06,부상자수
지하차도(도로)내,14시-16시,31,06,부상자수
지하차도(도로)내,16시-18시,43,06,부상자수
지하차도(도로)내,18시-20시,28,06,부상자수
지하차도(도로)내,20시-22시,22,06,부상자수
지하차도(도로)내,22시-24시,8,06,부상자수
교차로내,00시-02시,254,06,부상자수
교차로내,02시-04시,125,06,부상자수
교차로내,04시-06시,160,06,부상자수
교차로내,06시-08시,401,06,부상자수
교차로내,08시-10시,828,06,부상자수
교차로내,10시-12시,771,06,부상자수
교차로내,12시-14시,965,06,부상자수
교차로내,14시-16시,982,06,부상자수
교차로내,16시-18시,1199,06,부상자수
교차로내,18시-20시,943,06,부상자수
교차로내,20시-22시,755,06,부상자수
교차로내,22시-24시,687,06,부상자수
교차로횡단보도내,00시-02시,15,06,부상자수
교차로횡단보도내,02시-04시,5,06,부상자수
교차로횡단보도내,04시-06시,15,06,부상자수
교차로횡단보도내,06시-08시,28,06,부상자수
교차로횡단보도내,08시-10시,65,06,부상자수
교차로횡단보도내,10시-12시,67,06,부상자수
교차로횡단보도내,12시-14시,54,06,부상자수
교차로횡단보도내,14시-16시,70,06,부상자수
교차로횡단보도내,16시-18시,86,06,부상자수
교차로횡단보도내,18시-20시,92,06,부상자수
교차로횡단보도내,20시-22시,75,06,부상자수
교차로횡단보도내,22시-24시,47,06,부상자수
교차로부근,00시-02시,140,06,부상자수
교차로부근,02시-04시,57,06,부상자수
교차로부근,04시-06시,44,06,부상자수
교차로부근,06시-08시,160,06,부상자수
교차로부근,08시-10시,398,06,부상자수
교차로부근,10시-12시,398,06,부상자수
교차로부근,12시-14시,428,06,부상자수
교차로부근,14시-16시,436,06,부상자수
교차로부근,16시-18시,528,06,부상자수
교차로부근,18시-20시,411,06,부상자수
교차로부근,20시-22시,416,06,부상자수
교차로부근,22시-24시,402,06,부상자수
터널안,00시-02시,4,07,사고건수
터널안,02시-04시,5,07,사고건수
터널안,04시-06시,2,07,사고건수
터널안,06시-08시,3,07,사고건수
터널안,08시-10시,11,07,사고건수
터널안,10시-12시,11,07,사고건수
터널안,12시-14시,4,07,사고건수
터널안,14시-16시,9,07,사고건수
터널안,16시-18시,12,07,사고건수
터널안,18시-20시,11,07,사고건수
터널안,20시-22시,5,07,사고건수
터널안,22시-24시,0,07,사고건수
교량위,00시-02시,8,07,사고건수
교량위,02시-04시,2,07,사고건수
교량위,04시-06시,2,07,사고건수
교량위,06시-08시,5,07,사고건수
교량위,08시-10시,16,07,사고건수
교량위,10시-12시,11,07,사고건수
교량위,12시-14시,13,07,사고건수
교량위,14시-16시,9,07,사고건수
교량위,16시-18시,16,07,사고건수
교량위,18시-20시,12,07,사고건수
교량위,20시-22시,14,07,사고건수
교량위,22시-24시,9,07,사고건수
고가도로위,00시-02시,5,07,사고건수
고가도로위,02시-04시,0,07,사고건수
고가도로위,04시-06시,4,07,사고건수
고가도로위,06시-08시,4,07,사고건수
고가도로위,08시-10시,4,07,사고건수
고가도로위,10시-12시,7,07,사고건수
고가도로위,12시-14시,6,07,사고건수
고가도로위,14시-16시,5,07,사고건수
고가도로위,16시-18시,6,07,사고건수
고가도로위,18시-20시,8,07,사고건수
고가도로위,20시-22시,4,07,사고건수
고가도로위,22시-24시,4,07,사고건수
지하차도(도로)내,00시-02시,7,07,사고건수
지하차도(도로)내,02시-04시,6,07,사고건수
지하차도(도로)내,04시-06시,3,07,사고건수
지하차도(도로)내,06시-08시,12,07,사고건수
지하차도(도로)내,08시-10시,16,07,사고건수
지하차도(도로)내,10시-12시,27,07,사고건수
지하차도(도로)내,12시-14시,25,07,사고건수
지하차도(도로)내,14시-16시,26,07,사고건수
지하차도(도로)내,16시-18시,30,07,사고건수
지하차도(도로)내,18시-20시,17,07,사고건수
지하차도(도로)내,20시-22시,12,07,사고건수
지하차도(도로)내,22시-24시,12,07,사고건수
교차로내,00시-02시,184,07,사고건수
교차로내,02시-04시,66,07,사고건수
교차로내,04시-06시,119,07,사고건수
교차로내,06시-08시,291,07,사고건수
교차로내,08시-10시,604,07,사고건수
교차로내,10시-12시,639,07,사고건수
교차로내,12시-14시,681,07,사고건수
교차로내,14시-16시,660,07,사고건수
교차로내,16시-18시,776,07,사고건수
교차로내,18시-20시,730,07,사고건수
교차로내,20시-22시,549,07,사고건수
교차로내,22시-24시,376,07,사고건수
교차로횡단보도내,00시-02시,16,07,사고건수
교차로횡단보도내,02시-04시,2,07,사고건수
교차로횡단보도내,04시-06시,10,07,사고건수
교차로횡단보도내,06시-08시,26,07,사고건수
교차로횡단보도내,08시-10시,73,07,사고건수
교차로횡단보도내,10시-12시,65,07,사고건수
교차로횡단보도내,12시-14시,61,07,사고건수
교차로횡단보도내,14시-16시,50,07,사고건수
교차로횡단보도내,16시-18시,75,07,사고건수
교차로횡단보도내,18시-20시,55,07,사고건수
교차로횡단보도내,20시-22시,70,07,사고건수
교차로횡단보도내,22시-24시,51,07,사고건수
교차로부근,00시-02시,100,07,사고건수
교차로부근,02시-04시,36,07,사고건수
교차로부근,04시-06시,57,07,사고건수
교차로부근,06시-08시,120,07,사고건수
교차로부근,08시-10시,233,07,사고건수
교차로부근,10시-12시,273,07,사고건수
교차로부근,12시-14시,296,07,사고건수
교차로부근,14시-16시,270,07,사고건수
교차로부근,16시-18시,357,07,사고건수
교차로부근,18시-20시,347,07,사고건수
교차로부근,20시-22시,290,07,사고건수
교차로부근,22시-24시,233,07,사고건수
터널안,00시-02시,2,07,사망자수
터널안,02시-04시,1,07,사망자수
터널안,04시-06시,0,07,사망자수
터널안,06시-08시,0,07,사망자수
터널안,08시-10시,0,07,사망자수
터널안,10시-12시,0,07,사망자수
터널안,12시-14시,0,07,사망자수
터널안,14시-16시,1,07,사망자수
터널안,16시-18시,0,07,사망자수
터널안,18시-20시,0,07,사망자수
터널안,20시-22시,0,07,사망자수
터널안,22시-24시,0,07,사망자수
교량위,00시-02시,0,07,사망자수
교량위,02시-04시,0,07,사망자수
교량위,04시-06시,0,07,사망자수
교량위,06시-08시,0,07,사망자수
교량위,08시-10시,1,07,사망자수
교량위,10시-12시,0,07,사망자수
교량위,12시-14시,0,07,사망자수
교량위,14시-16시,0,07,사망자수
교량위,16시-18시,0,07,사망자수
교량위,18시-20시,1,07,사망자수
교량위,20시-22시,2,07,사망자수
교량위,22시-24시,0,07,사망자수
고가도로위,00시-02시,0,07,사망자수
고가도로위,02시-04시,0,07,사망자수
고가도로위,04시-06시,0,07,사망자수
고가도로위,06시-08시,0,07,사망자수
고가도로위,08시-10시,0,07,사망자수
고가도로위,10시-12시,0,07,사망자수
고가도로위,12시-14시,0,07,사망자수
고가도로위,14시-16시,0,07,사망자수
고가도로위,16시-18시,0,07,사망자수
고가도로위,18시-20시,0,07,사망자수
고가도로위,20시-22시,0,07,사망자수
고가도로위,22시-24시,0,07,사망자수
지하차도(도로)내,00시-02시,1,07,사망자수
지하차도(도로)내,02시-04시,0,07,사망자수
지하차도(도로)내,04시-06시,0,07,사망자수
지하차도(도로)내,06시-08시,1,07,사망자수
지하차도(도로)내,08시-10시,0,07,사망자수
지하차도(도로)내,10시-12시,1,07,사망자수
지하차도(도로)내,12시-14시,2,07,사망자수
지하차도(도로)내,14시-16시,0,07,사망자수
지하차도(도로)내,16시-18시,0,07,사망자수
지하차도(도로)내,18시-20시,1,07,사망자수
지하차도(도로)내,20시-22시,0,07,사망자수
지하차도(도로)내,22시-24시,0,07,사망자수
교차로내,00시-02시,3,07,사망자수
교차로내,02시-04시,6,07,사망자수
교차로내,04시-06시,6,07,사망자수
교차로내,06시-08시,6,07,사망자수
교차로내,08시-10시,6,07,사망자수
교차로내,10시-12시,7,07,사망자수
교차로내,12시-14시,5,07,사망자수
교차로내,14시-16시,6,07,사망자수
교차로내,16시-18시,5,07,사망자수
교차로내,18시-20시,1,07,사망자수
교차로내,20시-22시,7,07,사망자수
교차로내,22시-24시,3,07,사망자수
교차로횡단보도내,00시-02시,0,07,사망자수
교차로횡단보도내,02시-04시,0,07,사망자수
교차로횡단보도내,04시-06시,1,07,사망자수
교차로횡단보도내,06시-08시,1,07,사망자수
교차로횡단보도내,08시-10시,6,07,사망자수
교차로횡단보도내,10시-12시,1,07,사망자수
교차로횡단보도내,12시-14시,0,07,사망자수
교차로횡단보도내,14시-16시,0,07,사망자수
교차로횡단보도내,16시-18시,1,07,사망자수
교차로횡단보도내,18시-20시,1,07,사망자수
교차로횡단보도내,20시-22시,2,07,사망자수
교차로횡단보도내,22시-24시,1,07,사망자수
교차로부근,00시-02시,2,07,사망자수
교차로부근,02시-04시,0,07,사망자수
교차로부근,04시-06시,1,07,사망자수
교차로부근,06시-08시,2,07,사망자수
교차로부근,08시-10시,5,07,사망자수
교차로부근,10시-12시,2,07,사망자수
교차로부근,12시-14시,2,07,사망자수
교차로부근,14시-16시,0,07,사망자수
교차로부근,16시-18시,1,07,사망자수
교차로부근,18시-20시,1,07,사망자수
교차로부근,20시-22시,0,07,사망자수
교차로부근,22시-24시,0,07,사망자수
터널안,00시-02시,7,07,부상자수
터널안,02시-04시,5,07,부상자수
터널안,04시-06시,6,07,부상자수
터널안,06시-08시,6,07,부상자수
터널안,08시-10시,23,07,부상자수
터널안,10시-12시,20,07,부상자수
터널안,12시-14시,6,07,부상자수
터널안,14시-16시,27,07,부상자수
터널안,16시-18시,38,07,부상자수
터널안,18시-20시,25,07,부상자수
터널안,20시-22시,7,07,부상자수
터널안,22시-24시,0,07,부상자수
교량위,00시-02시,14,07,부상자수
교량위,02시-04시,2,07,부상자수
교량위,04시-06시,2,07,부상자수
교량위,06시-08시,9,07,부상자수
교량위,08시-10시,24,07,부상자수
교량위,10시-12시,12,07,부상자수
교량위,12시-14시,27,07,부상자수
교량위,14시-16시,18,07,부상자수
교량위,16시-18시,22,07,부상자수
교량위,18시-20시,15,07,부상자수
교량위,20시-22시,19,07,부상자수
교량위,22시-24시,17,07,부상자수
고가도로위,00시-02시,7,07,부상자수
고가도로위,02시-04시,0,07,부상자수
고가도로위,04시-06시,7,07,부상자수
고가도로위,06시-08시,5,07,부상자수
고가도로위,08시-10시,8,07,부상자수
고가도로위,10시-12시,11,07,부상자수
고가도로위,12시-14시,11,07,부상자수
고가도로위,14시-16시,14,07,부상자수
고가도로위,16시-18시,9,07,부상자수
고가도로위,18시-20시,16,07,부상자수
고가도로위,20시-22시,4,07,부상자수
고가도로위,22시-24시,10,07,부상자수
지하차도(도로)내,00시-02시,10,07,부상자수
지하차도(도로)내,02시-04시,7,07,부상자수
지하차도(도로)내,04시-06시,3,07,부상자수
지하차도(도로)내,06시-08시,18,07,부상자수
지하차도(도로)내,08시-10시,21,07,부상자수
지하차도(도로)내,10시-12시,49,07,부상자수
지하차도(도로)내,12시-14시,56,07,부상자수
지하차도(도로)내,14시-16시,43,07,부상자수
지하차도(도로)내,16시-18시,55,07,부상자수
지하차도(도로)내,18시-20시,26,07,부상자수
지하차도(도로)내,20시-22시,22,07,부상자수
지하차도(도로)내,22시-24시,18,07,부상자수
교차로내,00시-02시,302,07,부상자수
교차로내,02시-04시,106,07,부상자수
교차로내,04시-06시,184,07,부상자수
교차로내,06시-08시,404,07,부상자수
교차로내,08시-10시,924,07,부상자수
교차로내,10시-12시,962,07,부상자수
교차로내,12시-14시,1006,07,부상자수
교차로내,14시-16시,998,07,부상자수
교차로내,16시-18시,1117,07,부상자수
교차로내,18시-20시,1066,07,부상자수
교차로내,20시-22시,800,07,부상자수
교차로내,22시-24시,561,07,부상자수
교차로횡단보도내,00시-02시,18,07,부상자수
교차로횡단보도내,02시-04시,2,07,부상자수
교차로횡단보도내,04시-06시,9,07,부상자수
교차로횡단보도내,06시-08시,25,07,부상자수
교차로횡단보도내,08시-10시,89,07,부상자수
교차로횡단보도내,10시-12시,68,07,부상자수
교차로횡단보도내,12시-14시,66,07,부상자수
교차로횡단보도내,14시-16시,51,07,부상자수
교차로횡단보도내,16시-18시,82,07,부상자수
교차로횡단보도내,18시-20시,60,07,부상자수
교차로횡단보도내,20시-22시,82,07,부상자수
교차로횡단보도내,22시-24시,58,07,부상자수
교차로부근,00시-02시,147,07,부상자수
교차로부근,02시-04시,55,07,부상자수
교차로부근,04시-06시,77,07,부상자수
교차로부근,06시-08시,159,07,부상자수
교차로부근,08시-10시,317,07,부상자수
교차로부근,10시-12시,410,07,부상자수
교차로부근,12시-14시,437,07,부상자수
교차로부근,14시-16시,406,07,부상자수
교차로부근,16시-18시,525,07,부상자수
교차로부근,18시-20시,528,07,부상자수
교차로부근,20시-22시,440,07,부상자수
교차로부근,22시-24시,364,07,부상자수
터널안,00시-02시,1,08,사고건수
터널안,02시-04시,4,08,사고건수
터널안,04시-06시,2,08,사고건수
터널안,06시-08시,5,08,사고건수
터널안,08시-10시,8,08,사고건수
터널안,10시-12시,5,08,사고건수
터널안,12시-14시,11,08,사고건수
터널안,14시-16시,10,08,사고건수
터널안,16시-18시,11,08,사고건수
터널안,18시-20시,8,08,사고건수
터널안,20시-22시,1,08,사고건수
터널안,22시-24시,2,08,사고건수
교량위,00시-02시,5,08,사고건수
교량위,02시-04시,2,08,사고건수
교량위,04시-06시,5,08,사고건수
교량위,06시-08시,6,08,사고건수
교량위,08시-10시,10,08,사고건수
교량위,10시-12시,13,08,사고건수
교량위,12시-14시,15,08,사고건수
교량위,14시-16시,17,08,사고건수
교량위,16시-18시,18,08,사고건수
교량위,18시-20시,14,08,사고건수
교량위,20시-22시,11,08,사고건수
교량위,22시-24시,7,08,사고건수
고가도로위,00시-02시,2,08,사고건수
고가도로위,02시-04시,1,08,사고건수
고가도로위,04시-06시,1,08,사고건수
고가도로위,06시-08시,2,08,사고건수
고가도로위,08시-10시,8,08,사고건수
고가도로위,10시-12시,9,08,사고건수
고가도로위,12시-14시,7,08,사고건수
고가도로위,14시-16시,7,08,사고건수
고가도로위,16시-18시,6,08,사고건수
고가도로위,18시-20시,5,08,사고건수
고가도로위,20시-22시,6,08,사고건수
고가도로위,22시-24시,4,08,사고건수
지하차도(도로)내,00시-02시,6,08,사고건수
지하차도(도로)내,02시-04시,6,08,사고건수
지하차도(도로)내,04시-06시,2,08,사고건수
지하차도(도로)내,06시-08시,4,08,사고건수
지하차도(도로)내,08시-10시,14,08,사고건수
지하차도(도로)내,10시-12시,18,08,사고건수
지하차도(도로)내,12시-14시,27,08,사고건수
지하차도(도로)내,14시-16시,15,08,사고건수
지하차도(도로)내,16시-18시,33,08,사고건수
지하차도(도로)내,18시-20시,23,08,사고건수
지하차도(도로)내,20시-22시,18,08,사고건수
지하차도(도로)내,22시-24시,10,08,사고건수
교차로내,00시-02시,125,08,사고건수
교차로내,02시-04시,51,08,사고건수
교차로내,04시-06시,90,08,사고건수
교차로내,06시-08시,255,08,사고건수
교차로내,08시-10시,509,08,사고건수
교차로내,10시-12시,540,08,사고건수
교차로내,12시-14시,627,08,사고건수
교차로내,14시-16시,635,08,사고건수
교차로내,16시-18시,615,08,사고건수
교차로내,18시-20시,694,08,사고건수
교차로내,20시-22시,594,08,사고건수
교차로내,22시-24시,330,08,사고건수
교차로횡단보도내,00시-02시,6,08,사고건수
교차로횡단보도내,02시-04시,4,08,사고건수
교차로횡단보도내,04시-06시,4,08,사고건수
교차로횡단보도내,06시-08시,31,08,사고건수
교차로횡단보도내,08시-10시,56,08,사고건수
교차로횡단보도내,10시-12시,64,08,사고건수
교차로횡단보도내,12시-14시,51,08,사고건수
교차로횡단보도내,14시-16시,53,08,사고건수
교차로횡단보도내,16시-18시,82,08,사고건수
교차로횡단보도내,18시-20시,77,08,사고건수
교차로횡단보도내,20시-22시,60,08,사고건수
교차로횡단보도내,22시-24시,43,08,사고건수
교차로부근,00시-02시,70,08,사고건수
교차로부근,02시-04시,30,08,사고건수
교차로부근,04시-06시,47,08,사고건수
교차로부근,06시-08시,107,08,사고건수
교차로부근,08시-10시,206,08,사고건수
교차로부근,10시-12시,255,08,사고건수
교차로부근,12시-14시,325,08,사고건수
교차로부근,14시-16시,307,08,사고건수
교차로부근,16시-18시,320,08,사고건수
교차로부근,18시-20시,296,08,사고건수
교차로부근,20시-22시,280,08,사고건수
교차로부근,22시-24시,200,08,사고건수
터널안,00시-02시,0,08,사망자수
터널안,02시-04시,1,08,사망자수
터널안,04시-06시,0,08,사망자수
터널안,06시-08시,0,08,사망자수
터널안,08시-10시,0,08,사망자수
터널안,10시-12시,0,08,사망자수
터널안,12시-14시,0,08,사망자수
터널안,14시-16시,0,08,사망자수
터널안,16시-18시,0,08,사망자수
터널안,18시-20시,0,08,사망자수
터널안,20시-22시,0,08,사망자수
터널안,22시-24시,0,08,사망자수
교량위,00시-02시,0,08,사망자수
교량위,02시-04시,0,08,사망자수
교량위,04시-06시,1,08,사망자수
교량위,06시-08시,0,08,사망자수
교량위,08시-10시,1,08,사망자수
교량위,10시-12시,0,08,사망자수
교량위,12시-14시,0,08,사망자수
교량위,14시-16시,1,08,사망자수
교량위,16시-18시,0,08,사망자수
교량위,18시-20시,0,08,사망자수
교량위,20시-22시,0,08,사망자수
교량위,22시-24시,2,08,사망자수
고가도로위,00시-02시,0,08,사망자수
고가도로위,02시-04시,0,08,사망자수
고가도로위,04시-06시,0,08,사망자수
고가도로위,06시-08시,0,08,사망자수
고가도로위,08시-10시,0,08,사망자수
고가도로위,10시-12시,0,08,사망자수
고가도로위,12시-14시,0,08,사망자수
고가도로위,14시-16시,0,08,사망자수
고가도로위,16시-18시,0,08,사망자수
고가도로위,18시-20시,0,08,사망자수
고가도로위,20시-22시,1,08,사망자수
고가도로위,22시-24시,0,08,사망자수
지하차도(도로)내,00시-02시,1,08,사망자수
지하차도(도로)내,02시-04시,1,08,사망자수
지하차도(도로)내,04시-06시,0,08,사망자수
지하차도(도로)내,06시-08시,1,08,사망자수
지하차도(도로)내,08시-10시,0,08,사망자수
지하차도(도로)내,10시-12시,0,08,사망자수
지하차도(도로)내,12시-14시,0,08,사망자수
지하차도(도로)내,14시-16시,0,08,사망자수
지하차도(도로)내,16시-18시,0,08,사망자수
지하차도(도로)내,18시-20시,0,08,사망자수
지하차도(도로)내,20시-22시,1,08,사망자수
지하차도(도로)내,22시-24시,2,08,사망자수
교차로내,00시-02시,1,08,사망자수
교차로내,02시-04시,1,08,사망자수
교차로내,04시-06시,1,08,사망자수
교차로내,06시-08시,6,08,사망자수
교차로내,08시-10시,4,08,사망자수
교차로내,10시-12시,5,08,사망자수
교차로내,12시-14시,5,08,사망자수
교차로내,14시-16시,3,08,사망자수
교차로내,16시-18시,5,08,사망자수
교차로내,18시-20시,5,08,사망자수
교차로내,20시-22시,7,08,사망자수
교차로내,22시-24시,6,08,사망자수
교차로횡단보도내,00시-02시,0,08,사망자수
교차로횡단보도내,02시-04시,1,08,사망자수
교차로횡단보도내,04시-06시,1,08,사망자수
교차로횡단보도내,06시-08시,0,08,사망자수
교차로횡단보도내,08시-10시,1,08,사망자수
교차로횡단보도내,10시-12시,3,08,사망자수
교차로횡단보도내,12시-14시,2,08,사망자수
교차로횡단보도내,14시-16시,0,08,사망자수
교차로횡단보도내,16시-18시,1,08,사망자수
교차로횡단보도내,18시-20시,1,08,사망자수
교차로횡단보도내,20시-22시,0,08,사망자수
교차로횡단보도내,22시-24시,3,08,사망자수
교차로부근,00시-02시,1,08,사망자수
교차로부근,02시-04시,1,08,사망자수
교차로부근,04시-06시,3,08,사망자수
교차로부근,06시-08시,1,08,사망자수
교차로부근,08시-10시,2,08,사망자수
교차로부근,10시-12시,2,08,사망자수
교차로부근,12시-14시,3,08,사망자수
교차로부근,14시-16시,3,08,사망자수
교차로부근,16시-18시,3,08,사망자수
교차로부근,18시-20시,2,08,사망자수
교차로부근,20시-22시,2,08,사망자수
교차로부근,22시-24시,4,08,사망자수
터널안,00시-02시,4,08,부상자수
터널안,02시-04시,7,08,부상자수
터널안,04시-06시,2,08,부상자수
터널안,06시-08시,9,08,부상자수
터널안,08시-10시,16,08,부상자수
터널안,10시-12시,15,08,부상자수
터널안,12시-14시,35,08,부상자수
터널안,14시-16시,20,08,부상자수
터널안,16시-18시,29,08,부상자수
터널안,18시-20시,13,08,부상자수
터널안,20시-22시,1,08,부상자수
터널안,22시-24시,4,08,부상자수
교량위,00시-02시,10,08,부상자수
교량위,02시-04시,4,08,부상자수
교량위,04시-06시,6,08,부상자수
교량위,06시-08시,7,08,부상자수
교량위,08시-10시,14,08,부상자수
교량위,10시-12시,43,08,부상자수
교량위,12시-14시,31,08,부상자수
교량위,14시-16시,36,08,부상자수
교량위,16시-18시,30,08,부상자수
교량위,18시-20시,23,08,부상자수
교량위,20시-22시,25,08,부상자수
교량위,22시-24시,30,08,부상자수
